id	htid	person_id	author1_normalized	author1	author2	author3	author4	title	imprint	date	place	isbn	oclc	lccn
6368	uc1.$b243361	3201	Hughes, David	Hughes, David 1930-2005	null	null	null	Man off beat.	Reynal [c1957]	1957	nyu	[]	['2909925']	['58005405/L']
6369	mdp.39015078783340	3107	Thirkield, Jonathan	Thirkield, Jonathan 1973-	null	null	null	The waker's corridor : poems / Jonathan Thirkield.	Louisiana State University Press, c2009.	2009	lau	['0807134414 (pbk. : alk. paper),9780807134412 (pbk. : alk. paper)']	['256535481']	['2008042024']
6370	uc1.b3457877	3688	Drexler, Rosalyn	Drexler, Rosalyn.	null	null	null	To smithereens.	New American Library [1972]	1972	nyu	[]	['277813']	['76175196']
6371	uc1.b3456567	3688	Drexler, Rosalyn	Drexler, Rosalyn.	null	null	null	The Cosmopolitan girl / Rosalyn Drexler.	M. Evans ; distributed in the U.S. by Lippincott, [1975] c1974.	1975	nyu	['0871311690']	['1085885']	['74023526']
6372	uc1.b3455564	424	Wilson, Robley	Wilson, Robley.	null	null	null	Dancing for men / Robley Wilson, Jr.	University of Pittsburgh Press, c1983.	1983	pau	['0822934663']	['8222846']	['82002602']
6373	uc1.b4475859	4345	Will, Frederic	Will, Frederic.	null	null	null	Planets, by Federic Will	Golden Quill Press [1966]	1966	nhu	[]	['922083']	['66020139']
6374	uc1.b4450929	3127	Fox, William Price	Fox, William Price.	null	null	null	Southern fried plus six; short works of fiction.	Lippincott, [1968]	1968	pau	[]	['217802']	['68017498']
6375	uc1.b4450928	3127	Fox, William Price	Fox, William Price.	null	null	null	Ruby Red.	Lippincott, [1971]	1971	pau	[]	['141250']	['75146686']
6376	uc1.b4450926	3127	Fox, William Price	Fox, William Price.	null	null	null	Dixiana moon / William Price Fox.	Viking Press, 1981.	1981	nyu	['0670274534']	['6602889']	['80051770']
6377	uc1.b4437606	379	Grenier, Robert	Grenier, Robert.	Hejinian, Lyn.	Tuumba Press	null	Oakland / Robert Grenier	Tuumba Press, 1980	1980	cau	[]	['6540384']	[]
6378	uc1.b4422287	371	DiPalma, Ray	DiPalma, Ray.	Hejinian, Lyn.	Tuumba Press	null	Observatory gardens / Ray DiPalma	Tuumba Press, 1979	1979	cau	[]	['5724936']	[]
6379	uc1.b4421452	3646	Bromell, Henry	Bromell, Henry.	null	null	null	The slightest distance.	Houghton Mifflin, 1974.	1974	mau	['0395194083']	['922784']	['74009775']
6380	uc1.b4411871	4345	Will, Frederic	Will, Frederic.	null	null	null	The sliced dog / Frederic Will	L'Epervier Press ; Distributed by Small Press Distribution, 1985	1985	wau	['0934332401']	['11469898']	['84026135']
6381	uc1.b4411820	3670	Mueller, Lavonne	Mueller, Lavonne.	null	null	null	Little victories / by Lavonne Mueller	Theatre Communications Group, c1981	1981	nyu	[]	['9813015']	[]
6382	uc1.b4397929	3372	Cooper, Jane	Cooper, Jane 1924-2007	null	null	null	Scaffolding : new and selected poems / Jane Cooper	Anvil Press Poetry, Ltd., 1984	1984	enk	['0856461067 (pbk.)']	['12162779']	['84198703']
6383	uc1.b4386251	76	Dickey, William	Dickey, William.	null	null	null	More under Saturn.	Wesleyan University Press [1971]	1971	ctu	['0819520586']	['155418']	['70153102']
6384	uc1.b4368900	3162	Turco, Lewis	Turco, Lewis.	Burton, Robert 1577-1640	Bieler Press	null	The compleat melancholick : being a sequence of found, composite, and composed poems, based largely upon Robert Burton's the Anatomy of melancholy / by Lewis Turco	Bieler Press, c1985	1985	mnu	['0931460158 (pbk. : alk. paper) :']	['9083603']	['82022742']
6385	uc1.b4368833	128	Tevis, Walter S.	Tevis, Walter S.	null	null	null	Far from home / Walter Tevis.	Doubleday, 1981.	1981	nyu	['038517036X :']	['6891127']	['80001073']
6386	uc1.b4366156	1258	Simmerman, Jim	Simmerman, Jim 1952-	null	null	null	Home : poems / by Jim Simmerman	Dragon Gate, 1983	1983	wau	['0937872105 :']	['8975632']	['82022056']
6387	uc1.b4366094	692	Watten, Barrett	Watten, Barrett.	Hejinian, Lyn.	Tuumba Press	null	"Plasma, paralleles, ""X"" / Barrett Watten"	Tuumba Press, 1979	1979	cau	[]	['7523852']	[]
6388	uc1.b4356072	883	Pereira, Sam	Pereira, Sam.	null	null	null	The marriage of the Portuguese / Sam Pereira.	L'Epervier Press, c1978.	1978	cou	[]	['4671338']	['78071826']
6389	uc1.b4351477	3085	Leggett, John	Leggett, John 1917-	null	null	null	Gulliver House / John Leggett.	Houghton Mifflin, 1979.	1979	mau	['0395277590 :']	['4638390']	['79000827']
6390	uc1.b4350624	87	Pesetsky, Bette	Pesetsky, Bette 1932-	null	null	null	Digs : a novel / by Bette Pesetsky.	Knopf, 1984.	1984	nyu	['039453932X :']	['10724561']	['84047850']
6391	uc1.b4338112	3083	Bezanson, Philip	Bezanson, Philip 1916-1975	Engle, Paul 1908-	null	null	Golden child; a libretto by Paul Engle for an opera composed by Philip Bezanson.	Hallmark Cards, 1960.	1960	xx	[]	['217422289', '408774']	['61026834']
6392	uc1.b4095605	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	The peacock's tail / by Edward Hoagland.	McGraw-Hill, 1965.	1965	nyu	[]	['218199609', '2528309']	['65016152']
6393	uc1.32106002116504	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	The circle home.	Crowell [1960]	1960	nyu	[]	['1022599', '218199614']	['60011534']
6394	uc1.b3711250	3085	Leggett, John	Leggett, John 1917-	null	null	null	The Gloucester branch.	Harper & Row [1964]	1964	nyu	[]	['1378960', '214253237']	['64018080']
6395	uc1.b4082839	3616	Wilson, Angus	Wilson, Angus 1913-1991	null	null	null	The wild garden : or speaking of writing / Angus Wilson.	University of California Press, 1963.	1963	cau	[]	['217528985', '365213']	['63022841']
6396	uc1.$b513092	3391	Sward, Robert	Sward, Robert 1933-	Martinelli, Mario M.	Groves, Tim.	Soft Press bkp	Vancouver Island poems; anthology of contemporary poetry. Edited by Robert Sward, Tim Groves & Mario M. Martinelli.	Soft Press, 1973.	1973	bcc	['0919590209']	['216769744', '811440']	['74153031//r82']
6397	inu.39000000461868	44	Tiempo, Edilberto K.	Tiempo, Edilberto K.	null	null	null	More than conquerors / by Edilberto K. Tiempo.	New Day Publishers, 1981.	1981	ph	[]	['10296255']	[]
6398	inu.39000003707572	186	Hall, Douglas Kent	Hall, Douglas Kent.	null	null	null	Rodeo / by Douglas Kent Hall.	Ballantine Books, 1976.	1976	nyu	['0345248775 :']	['1976809']	['75044211']
6399	uc1.32106006970906	3152	Strand, Mark	Strand, Mark 1934-	null	null	null	Mr. and Mrs. Baby and other stories / by Mark Strand.	Knopf, 1985.	1985	nyu	['0394513592']	['11187306']	['84048509']
6400	mdp.39015078776195	2085	Lashner, William	Lashner, William.	null	null	null	Blood and bone / William Lashner.	William Morrow, c2009.	2009	nyu	['0061143480 (hardcover),9780061143489 (hardcover) :']	['232977478']	['2008004339']
6401	mdp.39015079236587	3660	Cheever, John	Cheever, John.	Bailey, Blake.	null	null	Collected stories and other writings / John Cheever.	Library of America, 2009.	2009	nyu	['1598530348,9781598530346']	['311867215']	['2008935565']
6402	txu.059173031241108	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	El asco : Thomas Bernhard en San Salvador / Horacio Castellanos Moya.	Tusquets, 2007.	2007	sp	['8483830272,9788483830277']	['181826884']	[]
6403	mdp.39015082682256	2358	Lederer, Katy	Lederer, Katy.	null	null	null	The heaven-sent leaf : poems / by Katy Lederer.	BOA Editions, 2008.	2008	nyu	['1934414158 (pbk.),9781934414156 (pbk.)']	['216937042']	['2008019128']
6404	mdp.39015076197238	2352	Hilderbrand, Elin	Hilderbrand, Elin.	null	null	null	A summer affair : a novel / Elin Hilderbrand.	Little, Brown and Co., 2008.	2008	nyu	['0316018619 (pbk.),9780316018616 (pbk.),0316018600,9780316018609']	['180907880']	['2007045412']
6405	mdp.39015076182917	4345	Will, Frederic	Will, Frederic.	null	null	null	Miroirs d'Ã©ternitÃ© : une saison au Sahel / Frederic Will.	PUCI, c2003.	2003	iv	['9782716600385 (pbk.),2716600384 (pbk.)']	['56714980']	['2005534370']
6406	wu.89085969079	3372	Cooper, Jane	Cooper, Jane Marvel.	null	null	null	The symbols of Garcia Lorca / by Jane Marvel Cooper.	1946	1946	xx	[]	['55076617']	[]
6407	mdp.39015076176919	3101	Greer, Andrew Sean	Greer, Andrew Sean.	null	null	null	The story of a marriage / Andrew Sean Greer.	Farrar, Straus and Giroux, 2008.	2008	nyu	['0374108668 (hardcover : alk. paper),9780374108663 (hardcover : alk. paper)']	['176972246']	['2007046835']
6408	mdp.39015073992573	3674	Schwartz, Lynne Sharon	Schwartz, Lynne Sharon.	null	null	null	Leaving Brooklyn : a novel / Lynne Sharon Schwartz.	Hawthorne Books & Literary Arts, c2007.	2007	oru	['9780976631149 (pbk.),0976631148 (pbk.)']	['76902049']	['2006100635']
6409	mdp.39015073934864	3678	Delbanco, Nicholas	Delbanco, Nicholas.	null	null	null	The Count of Concord : a novel / Nicholas Delbanco.	Dalkey Archive Press, 2008.	2008	ilu	['1564784959 (pbk. : alk. paper),9781564784957 (pbk. : alk. paper),1564785092 (cloth : alk. paper),9781564785091 (cloth : alk. paper)']	['174134208']	['2007042288']
6410	mdp.39015076843427	3084	Krim, Seymour	Krim, Seymour 1922-	null	null	null	Shake it for the world, smartass.	Dell Publishing Co., Inc., 1971.	1971		[]	[]	[]
6411	mdp.39015073983176	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	Ours / Cole Swensen.	University of California Press, c2008.	2008	cau	['0520254651 (pbk. : alk. paper),9780520254657 (pbk. : alk. paper),0520254643 (pbk. : alk. paper),9780520254640 (pbk. : alk. paper),0520254635 (cloth : alk. paper),9780520254633 (cloth : alk. paper)']	['172521707']	['2007037342']
6412	mdp.39015073669247	1804	Waldor, Peter	Waldor, Peter 1963-	null	null	null	Door to a noisy room.	Alice James Books, c2008.	2008	meu	['1882295668,9781882295661']	[]	[]
6413	mdp.39015073668819	3099	Kenney, Richard	Kenney, Richard.	null	null	null	The one-strand river / Richard Kenney.	Alfred A. Knopf, 2008.	2008	nyu	['0307267636,9780307267634']	['180190840']	['2007044321']
6414	mdp.39015074235428	459	Kittredge, William	Kittredge, William.	null	null	null	The next rodeo : new and selected essays / William Kittredge.	Graywolf Press, c2007.	2007	mnu	['1555974791 (paper : alk. paper),9781555974794 (paper : alk. paper)']	['153578871']	['2007924770']
6415	mdp.39015069971482	1241	Olsen, Lance	Olsen, Lance 1956-	Olsen, Andi.	null	null	Hideous beauties / Lance Olsen ; images by Andi Olsen.	Eraserhead Press, c2003.	2003	oru	['9780972959803,0972959807']	['53966100']	[]
6416	mdp.39015073645049	566	Dubie, Norman	Dubie, Norman 1945-	null	null	null	The insomniac liar of Topo / Norman Dubie.	Copper Canyon Press, c2007.	2007	wau	['1556592639 (pbk. : alk. paper),9781556592638 (pbk. : alk. paper)']	['122338149']	['2007013621']
6417	mdp.39015074040851	2350	Harvey, Matthea	Harvey, Matthea 1973-	null	null	null	Modern life : poems / by Matthea Harvey.	Graywolf Press, c2007.	2007	mnu	['1555974805,9781555974800']	['173844274']	['2007924767']
6418	mdp.39015070757292	538	Notley, Alice	Notley, Alice 1945-	null	null	null	In the pines / Alice Notley.	Penguin Books, 2007.	2007	nyu	['0143112546,9780143112549']	['87770847']	['2007012076']
6419	uc1.32106018798923	87	Strand, Mark	Strand, Mark 1934-	null	null	null	New selected poems / Mark Strand	Alfred A. Knopf, 2007	2007	nyu	['0307262979', '9780307262974']	['131069900']	['2007020741']
6420	mdp.39015066900757	1785	Patchett, Ann	Patchett, Ann.	null	null	null	Run / Ann Patchett.	Harper, c2007.	2007	nyu	['0061340634 (acid-free paper),9780061340635 (acid-free paper)']	['77572485']	['2006041297']
6421	mdp.39015070749638	3206	Stern, Gerald	Stern, Gerald 1925-	null	null	null	The preacher : a poem / Gerald Stern.	Sarabande Books, c2007.	2007	kyu	['1932511547 (pbk. : acid-free paper),9781932511543 (pbk. : acid-free paper)']	['76167382']	['2006037521']
6422	mdp.39015066409718	937	Jarman, Mark	Jarman, Mark 1952-	null	null	null	Epistles : poems / Mark Jarman.	Sarabande Books, 2007.	2007	kyu	['1932511539 (pbk. : alk. paper),9781932511536 (pbk. : alk. paper),1932511520 (hardcover : alk. paper),9781932511529 (hardcover : alk. paper)']	['76167380']	['2006037520']
6423	mdp.39015070739217	786	Johnson, Denis	Johnson, Denis 1949-	null	null	null	Tree of smoke / Denis Johnson.	Farrar, Straus and Giroux, 2007.	2007	nyu	['0374279128,9780374279127']	['83977529']	['2007006562']
6424	mdp.39015070746493	3690	McPherson, Sandra	McPherson, Sandra.	null	null	null	Expectation days : poems / by Sandra McPherson.	University of Illinois Press, c2007.	2007	ilu	['0252074750 (pbk. : acid-free paper),9780252074752 (pbk. : acid-free paper),0252032349 (cloth : acid-free paper),9780252032349 (cloth : acid-free paper)']	['86038619']	['2007011383']
6425	mdp.39015070745222	2535	Stonecipher, Donna	Stonecipher, Donna 1969-	null	null	null	Souvenir de Constantinople / Donna Stonecipher.	Instance Press, 2007.	2007	cou	['0967985455,9780967985459']	['122354756']	['2007921745']
6426	uc1.32106019118212	87	Packer, Ann	Packer, Ann 1959-	null	null	null	Songs without words / Ann Packer	Alfred A. Knopf, 2007	2007	nyu	['0375412816', '9780375412813']	['76925237']	['2006100512']
6427	uc1.32106019112421	1903	Christensen, Kate	Christensen, Kate 1962-	null	null	null	The great man : a novel / Kate Christensen	Doubleday, c2007	2007	nyu	['0385518455', '9780385518451']	['84903243']	['2007005927']
6428	mdp.39015070685519	2414	Marvin, Cate	Marvin, Cate 1969-	null	null	null	Fragment of the head of a queen : poems / by Cate Marvin.	Sarabande Books, c2007.	2007	kyu	['1932511512 (pbk. : alk. paper),9781932511512 (pbk. : alk. paper)']	['71800696']	['2006032135']
6429	mdp.39015070685642	2355	Klink, Joanna	Klink, Joanna 1969-	null	null	null	Circadian / Joanna Klink.	Penguin Books, c2007.	2007	nyu	['0143038842,9780143038849']	['76792181']	['2006052761']
6430	mdp.39015068815839	2486	Wilson, Antoine	Wilson, Antoine.	null	null	null	The interloper : a novel / Antoine Wilson.	Handsel Books, c2007.	2007	nyu	['9781590512630 (pbk. : acid-free paper),1590512634 (pbk. : acid-free paper)']	['68133203']	['2006014546']
6431	uc1.32106018938214	158	Bell, Marvin	Bell, Marvin 1937	null	null	null	Mars being red / Marvin Bell	Copper Canyon Press, c2007	2007	wau	['1556592574 (pbk. : alk. paper)', '9781556592577 (pbk. : alk. paper)']	['77520560']	['2006101743']
6432	mdp.39015069362302	2558	Hong, Cathy Park	Hong, Cathy Park.	null	null	null	Dance dance revolution : poems / Cathy Park Hong.	W.W. Norton, c2007.	2007	nyu	['0393064840 (hardcover),9780393064841 (hardcover)']	['79256845']	['2007002386']
6433	mdp.39015069302258	3639	Revell, Donald	Revell, Donald 1954-	null	null	null	A thief of strings / Donald Revell.	Alice James Books, c2007.	2007	meu	['1882295617,9781882295616']	[]	[]
6434	mdp.39015069332941	3637	Young, Dean	Young, Dean 1955-	null	null	null	Embryoyo / By Dean Young.	Believer Books : a division of McSweeney's, 2007.	2007	cau	['1932416692,9781932416695']	['85592291']	[]
6435	mdp.39015069302449	2233	Englander, Nathan	Englander, Nathan	null	null	null	The Ministry of Special Cases / Nathan Englander	Alfred A. Knopf, 2007	2007	nyu	['0375404937,9780375404931']	['72799775']	['2006048731']
6436	mdp.39015068794000	2173	Rohrer, Matthew	Rohrer, Matthew.	null	null	null	Rise up / Matthew Rohrer.	Wave Books ; Distributed to the trade by Consortium Book Sales and Distribution, 2007.	2007	wau	['1933517182 (trade paper : alk. paper),9781933517186 (trade paper : alk. paper),1933517190 (hardcover : alk. paper),9781933517193 (hardcover : alk. paper)']	['76828809']	['2006038909']
6437	mdp.39015069319443	0	Hass, Robert	Hass, Robert.	null	null	null	Now & then : the Poet's choice columns, 1997-2000 / Robert Hass.	Shoemaker & Hoard ; Distributed by Publishers Group West, 2007.	2007	cau	['1593761465 (alk. paper),9781593761462 (alk. paper)']	['81860825']	['2007003474']
6438	mdp.39015068816803	1374	Miller, Leslie Adrienne	Miller, Leslie Adrienne.	null	null	null	The resurrection trade / Leslie Adrienne Miller.	Graywolf Press, 2007.	2007	mnu	['1555974635 (pbk. : acid-free paper),9781555974633 (pbk. : acid-free paper)']	['85810284']	['2006929503']
6439	inu.30000111988907	3660	Cheever, John	Cheever, John.	null	null	null	The leaves, the lion-fish, and the bear / John Cheever.	Sylvester & Orphanos, 1980.	1980	cau	[]	['7534522']	[]
6440	mdp.39015069321209	3688	Drexler, Rosalyn	Drexler, Rosalyn.	Glimcher, Arnold B.	PaceWildenstein (Firm)	null	Rosalyn Drexler : I am the beautiful stranger : paintings of the '60s.	PaceWildenstein, c2007.	2007	nyu	['1930743726,9781930743724']	['122331864']	['2007922784']
6441	mdp.39015069312695	1241	Olsen, Lance	Olsen, Lance 1956-	Kafka, Franz 1883-1924	null	null	Anxious pleasures : a novel after Kafka / Lance Olsen.	Shoemaker & Hoard : Distributed by Publishers Group West, c2007.	2007	cau	['9781593761356,159376135X']	['71369266']	['2006030688']
6442	mdp.39015067687122	3112	O'Brien, Geoffrey G.	O'Brien, Geoffrey G. (Geoffrey Gordon) 1969-	null	null	null	Green and gray Geoffrey G.O'Brien.	University of California Press, c2007.	2007	cau	['0520250192,9780520250192,0520250184,9780520250185']	[]	[]
6443	mdp.39015067652373	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Asylum in the grasslands : poems / by Diane Glancy.	University of Arizona Press, c2007.	2007	azu	['9780816525713 (pbk. : acid-free paper),0816525714 (pbk. : acid-free paper)']	['65340950']	['2006009132']
6444	mdp.39015067654148	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Desmoronamiento / Horacio Castellanos Moya.	Tusquets Ediciones, 2006.	2006	sp	['9788483103494 :,8483103494 :']	['150426435']	[]
6445	mdp.39015066877302	2536	Swofford, Anthony	Swofford, Anthony.	null	null	null	Exit A : a novel / Anthony Swofford.	Scribner, c2007.	2007	nyu	['9780743270380']	['70158533']	['2006044394']
6446	mdp.39015069159617	4368	Wideman, John Edgar	Wideman, John Edgar.	Wideman, John Edgar	Wideman, John Edgar	Wideman, John Edgar	The Homewood trilogy / John Edgar Wideman.	Avon, c1985.	1985	nyu	['9780380895649,0380895641']	['11625509']	['84045676']
6447	mdp.39015066844864	2514	McCollough, Aaron	McCollough, Aaron.	null	null	null	Little ease : poems / Aaron McCollough.	Ahsahta Press, 2006.	2006	idu	['9780916272906 (pbk.),0916272907 (pbk.)']	['64208293']	['2006005231']
6448	mdp.39015066798318	536	Milch, David	Milch, David 1945-	null	null	null	Deadwood : stories of the Black Hills / by David Milch ; interviews by David Samuels.	Bloomsbury, c2006.	2006	nyu	['9781596912397,1596912391 :']	['73506941']	[]
6449	mdp.39015064761425	87	Strand, Mark	Strand, Mark 1934-	null	null	null	Man and camel : poems / Mark Strand	Knopf, 2006	2006	nyu	['9780307262967']	['64442940']	['2006040986']
6450	mdp.39015064870697	2028	Purpura, Lia	Purpura, Lia 1964-	null	null	null	On looking : essays / Lia Purpura.	Sarabande Books, c2006.	2006	kyu	['1932511393 (pbk. : alk. paper)']	['62085399']	['2005029325']
6451	mdp.39015064108197	2296	Hopler, Jay	Hopler, Jay 1970-	null	null	null	Green squall / Jay Hopler ; foreword by Louise GlÃ¼ck.	Yale University Press, c2006.	2006	ctu	['0300114540,0300114532']	['61448114']	['2005024636']
6452	mdp.39015063187200	3683	Carver, Raymond	Carver, Raymond 1938-1988	McChesney, Robert 1913-	null	null	Winter insomnia : poems / by Raymond Carver ; prints by Robert McChesney.	Kayak Books, c1970.	1970	cau	[]	['33282198']	['94195111']
6453	mdp.39015063274040	2007	Levine, Mark	Levine, Mark 1965-	null	null	null	The wilds / Mark Levine.	University of California Press, c2006.	2006	cau	['0520240413 (pbk. : alk. paper),0520240405 (cloth : alk. paper)']	['60650962']	['2005016387']
6454	mdp.39015063296332	2063	D'Ambrosio, Charles	D'Ambrosio, Charles.	null	null	null	The dead fish museum / by Charles D'Ambrosio.	Alfred A. Knopf, 2006.	2006	nyu	['1400042860']	['61748459']	['2005044672']
6455	mdp.39015062538734	1241	Olsen, Lance	Olsen, Lance 1956-	null	null	null	Nietzsche's kisses / Lance Olsen	FC2, c2006	2006	ilu	['1573661279 (pbk.)']	['62738560']	['2005036751']
6456	mdp.39015063276581	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	Braided river : new and selected poems 1965-2005 / Anselm Hollo.	Salt, 2005.	2005	enk	['1844711099 (pbk.),9781844711093 (ISBN-13 : pbk.)']	['61386976']	[]
6457	mdp.39015063683976	3459	Godwin, Gail	Godwin, Gail.	Neufeld, Rob.	null	null	The making of a writer : journals / Gail Godwin ; edited by Rob Neufeld.	Random House, c2006-c2011.	2011	nyu	['1400064333 (hard : v. 2),9781400064335 (hard : v. 2),9780812974690 (trade pbk. : v. 1),0812974697 (trade pbk. : v. 1),9781400064328 (hard : v. 1),1400064325 (hard : v. 1)']	['697608504']	[]
6458	mdp.39015062522894	1241	Olsen, Lance	Olsen, Lance 1956-	null	null	null	10:01 / by Lance Olsen.	Chiasmus Press, c2005.	2005	oru	['0970321260']	['61525289']	[]
6459	mdp.39015062522563	3459	Godwin, Gail	Godwin, Gail.	null	null	null	Queen of the underworld : a novel / Gail Godwin.	Random House, c2006.	2006	nyu	['0345483189']	['60414450']	['2005048592']
6460	mdp.39015062861094	2220	Stewart, Trenton Lee	Stewart, Trenton Lee.	null	null	null	Flood summer : a novel / Trenton Lee Stewart.	Southern Methodist University Press, 2005.	2005	txu	['0870745050 (acid-free paper)']	['60856216']	['2005050013']
6461	mdp.39015062628725	975	Twichell, Chase	Twichell, Chase 1950-	null	null	null	Dog language / byChase Twichell.	Copper Canyon Press, c2005.	2005	wau	['1556592310 (pbk. : alk. paper)']	['58788945']	['2005008865']
6462	mdp.39015062898195	3700	McGrath, Tom	McGrath, Tom 1940-2009	null	null	null	Laurel and Hardy / by Tom McGrath.	Capercaillie Books, 2005.	2005	stk	['0955124603']	['62927979']	[]
6463	mdp.39015062438646	87	Levine, Philip	Levine, Philip 1928-	null	null	null	The bread of time : toward an autobiography / Philip Levine.	University of Michigan Press, 2001.	2001	miu	['0472086251 (pbk. : alk. paper)']	['47665498']	['2001046281']
6464	mdp.39015062593861	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	The book of a hundred hands : poems / by Cole Swensen.	University of Iowa Press, c2005.	2005	iau	['0877459460 (pbk. : alk. paper)']	['57452640']	['2004065651']
6465	mdp.39015062408888	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	Cat man : a novel / Edward Hoagland.	Lyons Press, [2003]	2003	ctu	['1585748617 (pbk.)']	['52759551']	[]
6466	mdp.39015062547289	2370	Reinhorn, Holiday	Reinhorn, Holiday.	null	null	null	Big cats : stories / Holiday Reinhorn.	Free Press, c2005.	2005	nyu	['0743272943']	['57694969']	['2005040021']
6467	mdp.39015062547297	2134	Nutter, Geoffrey	Nutter, Geoffrey 1968-	null	null	null	Water's leaves & other poems / Geoffrey Nutter.	Verse Press ; Distributed to the trade by Consortium Book Sales and Distribution, c2005.	2005	mau	['0974635367 (pbk. : alk. paper)']	['58546483']	['2005007249']
6468	mdp.39015063685674	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Insensatez / Horacio Castellanos Moya.	Tusquets Editores EspaÃ±a, 2005, c2004.	2004	sp	['8483103141']	['62752401']	[]
6469	mdp.39015061175272	4269	Terrell, Whitney	Terrell, Whitney.	null	null	null	The king of Kings County : a novel / Whitney Terrell.	Viking, 2005.	2005	nyu	['0670034258']	['56840784']	['2004061188']
6470	mdp.39015061209006	790	Kidder, Tracy	Kidder, Tracy.	null	null	null	My detachment : a memoir / Tracy Kidder.	Random House, 2005.	2005	nyu	['0375506152']	['57068886']	['2004061465']
6471	mdp.39015061190222	3194	Stern, Richard G.	Stern, Richard G. 1928-	null	null	null	Almonds to zhoof : collected stories / Richard Stern.	TriQuarterly Books/Northwestern University Press, c2005.	2005	ilu	['0810151499 (cloth : alk. paper)']	['57357506']	['2004030002']
6472	mdp.39015061175785	3678	Delbanco, Nicholas	Delbanco, Nicholas.	null	null	null	The sincerest form : writing fiction by imitation / by Nicholas Delbanco.	McGraw-Hill, c2004.	2004	mau	['0072414715']	['52381391']	['2003054076']
6473	uc1.32106018120813	86	Irving, John	Irving, John 1942-	null	null	null	Until I find you : a novel / John Irving	Random House, c2005	2005	nyu	['1400063833']	['58431902']	['2005042894']
6474	mdp.39015057617881	233	Williams, Joy	Williams, Joy.	Rape &amp; Abuse Crisis Center (Fargo, N.D.)	null	null	Red flag, green flag people / by Joy Williams ; illustrated by Kecia Softing.	Rape and Abuse Crisis Center of Fargo-Moorhead, c1983.	1983	ndu	['0914633007']	['11363391']	[]
6475	mdp.39015061178490	3855	Dubus, Andre	Dubus, Andre 1936-1999	Gresham, Ross.	null	null	Leap of the heart : Andre Dubus talking / edited by Ross Gresham.	Xavier Review Press, 2003.	2003	lau	['1883275121']	['52569202']	[]
6476	mdp.39015060893511	3674	Schwartz, Lynne Sharon	Schwartz, Lynne Sharon.	null	null	null	The writing on the wall : a novel / Lynne Sharon Schwartz.	Counterpoint, c2005.	2005	nyu	['1582432996 (alk. paper)']	['56809461']	['2004024877']
6477	mdp.39015061469410	3684	Dew, Robb Forman	Dew, Robb Forman.	null	null	null	Dale loves Sophie to death / Robb Forman Dew.	HarperPerennial, 1993, c1981.	1993	nyu	['0060975393 (pbk.) :']	['26857234']	['92054260']
6478	mdp.39015060838516	1258	Simmerman, Jim	Simmerman, Jim 1952-	null	null	null	American children : poems / by Jim Simmerman.	BOA Editions, 2005.	2005	nyu	['192991864X (pbk. : alk. paper)']	['57208379']	['2004028553']
6479	mdp.39015060832717	1837	Glancy, Diane	Glancy, Diane.	null	null	null	In-between places : essays / by Diane Glancy.	University of Arizona Press, c2005.	2005	azu	['0816523878 (pbk. : alk. paper),0816523851 (alk. paper)']	['58055543']	['2004001863']
6480	mdp.39015060673616	3639	Revell, Donald	Revell, Donald 1954-	null	null	null	Pennyweight windows : new & selected poems / Donald Revell.	Alice James Books, c2005.	2005	meu	['1882295528 (pbk.),188229551X']	['56951358']	['2004026191']
6481	mdp.39015060657981	3634	Weissbort, Daniel	Weissbort, Daniel.	null	null	null	From Russian with love : Joseph Brodsky in English : pages from a journal 1996-97 / Daniel Weissbort.	Anvil Press Poetry, 2004.	2004	enk	['0856463426']	['48570379']	[]
6482	mdp.39015060617795	4356	Lauterbach, Ann	Lauterbach, Ann 1942-	null	null	null	Hum / Ann Lauterbach	Penguin Books, 2005	2005	nyu	['0143034960 (pbk.)']	['56617277']	['2004058740']
6483	mdp.39015060617092	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	Mystery, so long / Stephen Dobyns.	Penguin Books, 2005.	2005	nyu	['0143034626']	['56955946']	['2004063225']
6484	mdp.39015060657973	3698	Wheeler, Susan	Wheeler, Susan 1955-	null	null	null	Ledger / Susan Wheeler.	University of Iowa Press, c2005.	2005	iau	['0877459274 (pbk. : alk. paper)']	['56413869']	['2004058021']
6485	mdp.39015060595058	175	Wright, Charles	Wright, Charles 1935-	null	null	null	The wrong end of the rainbow : poems / Charles Wright.	Sarabande Books, c2005.	2005	kyu	['1932511121 (pbk. : alk. paper)']	['55124704']	['2004010654']
6486	mdp.39015060836098	3127	Fox, William Price	Fox, William Price.	null	null	null	Satchel Paige's America / William Price Fox.	University of Alabama Press, c2005.	2005	alu	['0817351892 (pbk. : alk. paper)']	['56347699']	['2004018911']
