id	htid	person_id	author1_normalized	author1	author2	author3	author4	title	imprint	date	place	isbn	oclc	lccn
6900	umn.31951p002773400	5	Bly, Robert	Bly, Robert.	null	null	null	Commentary on the fairy tale Iron John / Robert Bly.	Ally Press : Distributed by Bookpeople, c1987-	9999	mnu	['0915408317 (v. 1) :']	['17674659']	['88006314']
6901	mdp.39015019850711	3221	Simmons, Thomas	Simmons, Thomas 1956-	null	null	null	The unseen shore : memories of a Christian Science childhood / Thomas Simmons.	Beacon Press, c1991.	1991	mau	['0807010189']	['22660583']	['90022936']
6902	mdp.39015019834764	861	Gurganus, Allan	Gurganus, Allan 1947-	null	null	null	White people / Allan Gurganus.	Alfred A. Knopf, 1991.	1991	nyu	['039458841X']	['22766920']	['90052943']
6903	mdp.39015019654550	3683	Carver, Raymond	Carver, Raymond 1938-1988	Adelman, Bob.	null	null	Carver country : the world of Raymond Carver / photographs by Bob Adelman ; introduction by Tess Gallagher.	Scribner ; Collier Macmillan Canada, c1990.	1990	nyu	['0684191660 :']	['21593348']	['90038010']
6904	mdp.39015019662223	4345	Will, Frederic	Will, Frederic.	null	null	null	A portrait of John : the Midwest and the world, 1928-1984 / Frederic Will.	Wayne State University Press, 1990.	1990	miu	['0814321399 (alk. paper)']	['20755360']	['89049005']
6905	mdp.39015019652273	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	Body traffic : poems / by Stephen Dobyns.	Viking, 1990.	1990	nyu	['0670830887 :']	['21195629']	['90050003']
6906	uc1.b4432342	65	Coulette, Henri	Coulette, Henri 1927-1988	Mezey, Robert.	Justice, Donald 1925-2004	null	The collected poems of Henri Coulette / edited with an introduction by Donald Justice and Robert Mezey.	University of Arkansas Press, 1990.	1990	aru	['1557281459 (pbk. : alk. paper)', '1557281440 (case : alk. paper)']	['21448000']	['90035842']
6907	mdp.39015019622557	345	Tate, James	Tate, James 1943-	null	null	null	Distance from loved ones / James Tate.	Published by University Press of New England [for] Wesleyan University Press, c1990.	1990	nhu	['0819511919 (pbk. : alk. paper) :']	['20799562']	['89070659']
6908	uc1.b3486496	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	Pick up the house : new & selected poems / Anselm Hollo.	Coffee House Press ; Distributed by Consortium, 1986.	1986	mnu	['0918273188 (pbk. : alk. paper) :']	['13214497']	['86004143']
6909	mdp.39015005354264	3118	Starbuck, George	Starbuck, George 1931-	null	null	null	Desperate measures/ George Starbuck.	D. R. Godine, c1978.	1978	mau	[]	['4261603']	[]
6910	mdp.39015018863541	3699	Jenks, Tom	Jenks, Tom.	null	null	null	Our happiness : a novel / Tom Jenks.	Bantam Books, 1990.	1990	nyu	['0553070169 :']	['20352541']	['89017944']
6911	mdp.39015021484988	790	Kidder, Tracy	Kidder, Tracy.	null	null	null	Among schoolchildren / Tracy Kidder.	Houghton Mifflin Co., 1989.	1989	mau	['0395475910 :']	['19778983']	['89034378']
6912	mdp.39015018983406	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	Outlying districts : poems / by Anselm Hollo.	Coffee House Press, 1990.	1990	mnu	['0918273765 :']	['21406870']	['90035355']
6913	mdp.39015018939267	4359	Lux, Thomas	Lux, Thomas 1946-	null	null	null	The drowned river : new poems / by Thomas Lux.	Houghton Mifflin, 1990.	1990	mau	['0395517540 (pbk.) :,0395517532 :']	['20452606']	['89027423']
6914	mdp.39015018919293	87	Strand, Mark	Strand, Mark 1934-	null	null	null	The continuous life : poems / by Mark Strand.	Knopf : Distributed by Random House, 1990.	1990	nyu	['0394588177 :']	['21525368']	['90-52947']
6915	mdp.39015018908288	158	Bell, Marvin	Bell, Marvin 1937	null	null	null	Iris of creation : poems / by Marvin Bell.	Copper Canyon Press, 1990.	1990	xx	['1556590326 (pbk) :,1556590318 (cloth)']	['22162899']	['90-81355']
6916	mdp.39015018908262	1905	Cronin, Justin	Cronin, Justin.	null	null	null	A short history of the long ball / by Justin Cronin.	Council Oak Books, c1990.	1990	oku	['0933031238 :']	['21915652']	['90080294']
6917	mdp.39015018906464	3701	Eprile, Tony	Eprile, Tony.	null	null	null	Temporary sojourner, and other South African stories / Tony Eprile.	Simon & Schuster, c1989.	1989	nyu	['0671682059 (hard),067164596X (pbk.) :']	['18990168']	['88033574']
6918	mdp.39015018837099	186	Hall, Douglas Kent	Hall, Douglas Kent.	null	null	null	Frontier spirit : early churches of the Southwest / photographs and text by Douglas Kent Hall.	Abbeville Press, 1990.	1990	nyu	['0896599140 :']	['20522808']	['89028342']
6919	mdp.39015001722613	3622	Santos, Bienvenido N.	Santos, Bienvenido N.	null	null	null	The man who (thought he) looked like Robert Taylor : a novel / by Bienvenido N. Santos.	New Day Publishers, 1983.	1983	ph	['9711000989 (pbk. : newsprint),9711000970 (pbk. : bookprint),9711000962']	['11013694']	['84222452']
6920	mdp.39015018823248	5	Bly, Robert	Bly, Robert.	null	null	null	American poetry : wildness and domesticity / Robert Bly.	Harper & Row, c1990.	1990	nyu	['0060162651 :']	['20827826']	['89045628']
6921	mdp.39015018524069	3206	Stern, Gerald	Stern, Gerald 1925-	null	null	null	Leaving another kingdom : selected poems / Gerald Stern.	Harper & Row, c1990.	1990	nyu	['0060964553 (pbk.) :,0060551879 :']	['20356513']	['89045721']
6922	mdp.39015062065027	713	Dybek, Stuart	Dybek, Stuart 1942-	null	null	null	The coast of Chicago / Stuart Dybek.	Alfred A. Knopf, 1990.	1990	nyu	['0394574494 :']	['20525508']	['89045297']
6923	mdp.39015018501141	4350	Crow, Mary	Crow, Mary.	null	null	null	Borders : poems / by Mary Crow ; foreword by David Ignatow.	BOA Editions, 1989.	1989	nyu	['091852671X (pbk.),0918526701']	['20792391']	['88063975']
6924	mdp.39015017993372	3703	Franklin, Wayne	Franklin, Wayne.	null	null	null	A rural carpenter's world : the craft in a nineteenth-century New York township / by Wayne Franklin.	University of Iowa Press, 1990.	1990	iau	['0877452776 (alk. paper)']	['20827134']	['89020613']
6925	uc1.32106009021699	87	Van Duyn, Mona	Van Duyn, Mona.	null	null	null	Near changes : poems / Mona Van Duyn.	Knopf : Distributed by Random House, 1990.	1990	nyu	['0679729097 (pbk.) :', '0394584449 :']	['20593775']	['89043358']
6926	uc1.b4365463	892	Southwick, Marcia	Southwick, Marcia.	null	null	null	Why the river disappears : poems / by Marcia Southwick.	Carnegie Mellon University Press, 1990.	1990	pau	['0887480993 (pbk.)', '0887480985']	['21879066']	['89061328']
6927	mdp.39015017966584	3087	Glück, Louise	GlÃ¼ck, Louise 1943-	null	null	null	Ararat / by Louise GlÃ¼ck.	Ecco Press, c1990.	1990	nyu	['0880012471']	['20056109']	['89035647']
6928	mdp.39015017941983	1374	Miller, Leslie Adrienne	Miller, Leslie Adrienne.	null	null	null	Staying up for love : poems / by Leslie Adrienne Miller.	Carnegie Mellon University Press, 1990.	1990	pau	['0887480969 (pbk.),0887480950']	['21577287']	['89061327']
6929	mdp.39015017937429	87	Spencer, Scott	Spencer, Scott.	null	null	null	Secret anniversaries / Scott Spencer.	Knopf : Distributed by Random House, 1990.	1990	nyu	['0394578171 :']	['21080363']	['89043361']
6930	mdp.39015017913313	424	Wilson, Robley	Wilson, Robley.	null	null	null	A pleasure tree / Robley Wilson.	University of Pittsburgh Press, c1990.	1990	pau	['0822954273 (pbk.),0822936356']	['20318384']	['89039345']
6931	mdp.39015017899728	3678	Delbanco, Nicholas	Delbanco, Nicholas.	Delbanco, Nicholas signer.	null	null	The writers' trade & other stories / Nicholas Delbanco.	W. Morrow, c1990.	1990	nyu	['0688047327 :']	['19975979']	['89035588']
6932	mdp.39015018082886	4367	Zaimont, Judith Lang	Zaimont, Judith Lang 1945-	Shapiro, Karl Jay 1913-2000	null	null	In the theatre of night : dream songs on poems of Karl Shapiro : for high voice and piano / Judith Lang Zaimont.	Galaxy Music Corp., c1987.	1987	nyu	[]	['68148272']	[]
6933	mdp.39015017716005	491	Valgardson, W. D.	Valgardson, W. D.	null	null	null	Red dust : stories / by W. D. Valgardson.	Oberon Press], 1978.	1978	onc	['0887502601 (pbk.),0887502598.']	['4569810']	['78320417']
6934	uc1.b4422296	3697	Dodd, Susan M	Dodd, Susan M. 1946-	null	null	null	Hell-bent men and their cities : stories / by Susan Dodd.	Viking, 1990.	1990	nyu	['0670826065 :']	['20294698']	['89040349']
6935	mdp.39015017713937	3696	Daitch, Susan	Daitch, Susan.	null	null	null	The colorist / Susan Daitch.	Vintage Contemporaries, c1990.	1990	nyu	['0679724923 :']	['19515766']	['89040109']
6936	mdp.39015017752414	1389	Shacochis, Bob	Shacochis, Bob.	null	null	null	The next new world / Bob Shacochis.	Penguin Books, 1990, c1989.	1990	nyu	['0140121056 :']	['20318682']	['89039467']
6937	mdp.39015017752265	1257	Shields, David	Shields, David 1956-	null	null	null	Dead languages : a novel / David Shields.	Perennial Library, 1990.	1990	nyu	['0060972912 :']	['21037281']	['89045715']
6938	mdp.39015017736920	3690	McPherson, Sandra	McPherson, Sandra.	null	null	null	Streamers / Sandra McPherson.	Ecco Press, c1988.	1988	nyu	['0880012145 (pbk.),0880012137,0880012145 (pbk.),0880012137']	['17547591']	['88004253']
6939	uc1.b3473769	491	Valgardson, W. D.	Valgardson, W. D.	null	null	null	Bloodflowers; ten stories / W. D. Valgardson.	Oberon Press [1973]	1973	onc	['0887500862 (pbk.)', '0887500854']	['793584']	['73076045']
6940	mdp.39015017020804	1089	Kinsella, W. P.	Kinsella, W. P.	null	null	null	Born Indian / W.P. Kinsella.	Oberon Press, c1981.	1981	onc	['0887503810 (pbk.),0887503799']	['8094291']	['81159408']
6941	mdp.39015016981741	1089	Kinsella, W. P.	Kinsella, W. P.	null	null	null	Scars : stories / by W. P. Kinsella.	Oberon Press, c1978.	1978	onc	['0887502865 (pbk.),0887502857']	['4729913']	['79310686']
6942	mdp.39015017019392	491	Valgardson, W. D.	Valgardson, W. D.	null	null	null	Gentle sinners / W. D. Valgardson.	Oberon Press, c1980.	1980	onc	['0887503314 (pbk.),0887503306']	['6604960']	['80487004']
6943	mdp.39015017005318	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	Harry and Catherine / Frederick Busch.	Knopf, 1990.	1990	nyu	['0394574257 :']	['20134085']	['89037891']
6944	mdp.39015016979166	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	Black men : obsolete, single, dangerous? : Afrikan American families in transition : essays in discovery, solution and hope / Haki R. Madhubuti.	Third World Press, c1991.	1991	ilu	['9780883781340 (cloth),0883781344 (cloth),9780883781357 (paper),0883781352 (paper)']	['23145644']	['89051325']
6945	mdp.39015008318571	4345	Will, Frederic	Will, Frederic.	null	null	null	Intelligible beauty in aesthetic thought from Winckelmann to Victor Cousin.	M. Niemeyer [c1958]	1958	gw	[]	['638234']	[]
6946	mdp.39015000559586	3622	Santos, Bienvenido N.	Santos, Bienvenido N.	null	null	null	You lovely people. With an introd. by N.V.M. Gonzalez.	Bookmark, 1966.	1966	ph	[]	['565557']	[]
6947	mdp.39015002756743	3622	Santos, Bienvenido N.	Santos, Bienvenido N.	null	null	null	Villa Magdalena.	Erehwon [1965]	1965	ph	[]	['4636222']	[]
6948	mdp.39015011306472	3627	Muske, Carol	Muske, Carol 1945-	null	null	null	Camouflage : [poems] / Carol Muske.	University of Pittsburgh Press, [1975]	1975	pau	['9780822952596,0822952599']	['1169956']	['74026021']
6949	mdp.39015016968607	4365	Warren, Robert Penn	Warren, Robert Penn 1905-1989	null	null	null	New and selected poems, 1923-1985 / Robert Penn Warren.	Random House, c1985.	1985	nyu	['0394545869 (lim. ed.),0394738489 (pbk.),0394543807']	['11533033']	['84045755']
6950	mdp.39015016960554	87	Smiley, Jane	Smiley, Jane.	Smiley, Jane.	null	null	Ordinary love ; & Good will : two novellas / by Jane Smiley.	Knopf : Distributed by Random House, 1989.	1989	nyu	['0394577728 :']	['19811712']	['89045284']
6951	uc1.32106008517390	4345	Will, Frederic	Will, Frederic.	null	null	null	Thresholds & testimonies : recovering order in literature and criticism / Frederic Will.	Wayne State University Press, 1988.	1988	miu	['0814319432 (alk. paper)', '0814319432 (alk. paper)']	['17509000']	['88000145']
6952	mdp.39015015498713	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	Collected stories / by R.V. Cassill.	University of Arkansas Press, 1989.	1989	aru	['1557280711 (pbk. : alk. paper),1557280703 (alk. paper)']	['18497490']	['88028614']
6953	uc1.b4975775	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	War babies / Frederick Busch.	New Directions, 1989.	1989	nyu	['0811211037 (alk. paper)']	['19922470']	['89035209']
6954	mdp.39015015491973	861	Gurganus, Allan	Gurganus, Allan 1947-	null	null	null	Oldest living Confederate widow tells all / Allan Gurganus.	Knopf : Distributed by Random House, 1989.	1989	nyu	['0394545370 :']	['18741211']	['88045870']
6955	mdp.39015015447900	3162	Turco, Lewis	Turco, Lewis.	null	null	null	The shifting web : new and selected poems / Lewis Turco.	University of Arkansas Press, 1989.	1989	ncu	['1557280916 (pbk. : alk. paper),1557280908 (alk. paper) :']	['19128754']	['89004675']
6956	uc1.b4438647	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	Enemies : the clash of races / Haki R. Madhbuti (Don L. Lee)	Third World Press, 1978.	1978	ilu	['0883780739']	['3980899']	['77012275']
6957	mdp.39015015233409	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	Seven rivers west / Edward Hoagland.	Penguin Books, 1987, c1986.	1987	nyu	['0140102760 (pbk.)']	['15221378']	['87002318']
6958	mdp.39015015233300	3620	Unsworth, Barry	Unsworth, Barry 1930-2012	null	null	null	Pascali's island / Barry Unsworth.	Viking Penguin, 1988, c1980.	1988	nyu	['0140115374 (pbk.) :']	['68168101']	[]
6959	mdp.39015051003559	424	Wilson, Robley	Wilson, Robley.	null	null	null	Terrible kisses : stories / Robley Wilson, Jr.	Simon and Schuster, c1989.	1989	nyu	['0671679198']	['19352710']	['89031179']
6960	mdp.39015014967114	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	Jones, Calvin.	Turner, Darwin T. 1931-	null	Earthquakes and sunrise missions / by Haki R. Madhubuti ; afterward [sic] by Darwin T. Turner ; illustrations by Calvin Jones.	Third World Press, 1984.	1984	ilu	['0883781093 (pbk.),0883781085']	['11431604']	[]
6961	mdp.39015019770638	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	Women and children first : stories / Francine Prose.	Pantheon Books, c1988.	1988	nyu	['0394527674']	['16805966']	['87025827']
6962	mdp.39015014963436	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	Patrimonies : short stories / by R.V. Cassill.	Ampersand Press, Creative Writing Program, Roger Williams College, c1987.	1987	riu	['0935331050']	['18827308']	[]
6963	uc1.b4951621	175	Wright, Charles	Wright, Charles 1935-	null	null	null	The grave of the right hand.	Wesleyan University Press [1970]	1970	ctu	['0819510513']	['123319']	['76105510']
6964	mdp.39015008407986	345	Tate, James	Tate, James 1943-	null	null	null	Row with your hair. Drawings by Mel Fowler.	Kayak Books, 1969	1969	cau	[]	['378346']	[]
6965	mdp.39015011247155	345	Tate, James	Tate, James 1943-	null	null	null	The oblivion ha ha; sixty poems.	Little, Brown [1970]	1970	mau	[]	['75182']	['74105357']
6966	mdp.39015016881586	3391	Sward, Robert	Sward, Robert 1933-	null	null	null	Horgbortom Stringbottom I am yours, you are history.	Swallow Press [1970]	1970	ilu	[]	['100694']	['77115029']
6967	mdp.39015007230884	892	Southwick, Marcia	Southwick, Marcia.	null	null	null	Build with adobe.	Sage Books [1966, c1965]	1966	cou	[]	['1579126']	['65025800']
6968	mdp.39015014570108	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	Buying time / Joe Haldeman.	Morrow, c1989.	1989	nyu	['0688072445']	['18815429']	['88032716']
6969	mdp.39015014773322	186	Hall, Douglas Kent	Hall, Douglas Kent.	Bush, Alfred L	null	null	Passing through : western meditations of Douglas Kent Hall / photographs by Douglas Kent Hall ; introduction by Alfred Bush.	Northland, 1989.	1989	azu	['0873584856']	['20347084']	['88043577']
6970	mdp.39015049753497	4365	Warren, Robert Penn	Warren, Robert Penn 1905-1989	null	null	null	A plea in mitigation : modern poetry and the end of an era / Robert Penn Warren.	Wesleyan College, [1966]	1966	gau	[]	['1137306']	['67001497']
6971	mdp.39015014954658	110	Pesetsky, Bette	Pesetsky, Bette 1932-	null	null	null	Confessions of a bad girl / Bette Pesetsky.	Atheneum, 1989.	1989	nyu	['0689120214 :']	['18739489']	['88039290']
6972	mdp.39015014950367	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Boomerang / Barry Hannah.	Houghton Mifflin, 1989.	1989	mau	['0395488826 :']	['18961925']	['88036881']
6973	mdp.39015014611399	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	Absent friends / Frederick Busch.	Knopf, 1989.	1989	nyu	['0394574265 :']	['18259617']	['88013411']
6974	mdp.39015030943727	3688	Drexler, Rosalyn	Drexler, Rosalyn.	null	null	null	The line of least existence, and other plays. With an introd. by Richard Gilman.	Random House [1967]	1967	nyu	[]	['708864']	['67025076']
6975	uc1.32106001663548	3128	McDowell, Frederick P. W.	McDowell, Frederick P. W.	University of Iowa Iowa Center for Modern Letters.	null	null	The poet as critic; essays, edited by Frederick P. W. McDowell.	Northwestern University Press, 1967.	1967	ilu	[]	['331708']	['67012675']
6976	uva.x000392944	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	Notes from the century before; a journal from British Columbia.	Random House, [1969]	1969	nyu	[]	['12553']	['69016423']
6977	mdp.39015002207077	3084	Krim, Seymour	Krim, Seymour 1922-	null	null	null	The beats : a Gold medal anthology.	Fawcett Publications, [1960]	1960	ctu	[]	['1034891']	['60002137']
6978	mdp.39015014625019	5	Bly, Robert	Bly, Robert.	null	null	null	The sea and the honeycomb; a book of tiny poems.	Beacon Press [1971]	1971	mau	['0807064114 (pbk.)']	['197721']	['75156447']
6979	mdp.39015011731034	4367	Shapiro, Karl Jay	Shapiro, Karl Jay 1913-2000	null	null	null	Prose keys to modern poetry.	Harper & Row, [c1962].	1962	nyu	[]	['5638865']	['62004795 /L']
6980	mdp.39015003667063	3152	Strand, Mark	Strand, Mark 1934-	null	null	null	The contemporary American poets; American poetry since 1940.	World Pub. Co. [1969]	1969	nyu	[]	['33384']	['78076543']
6981	mdp.39015002620311	345	Tate, James	Tate, James 1943-	null	null	null	The lost pilot; [poems] Foreword by Dudley Fitts.	Yale University Press, 1967.	1967	ctu	[]	['771130']	[]
6982	mdp.39015066688279	4365	Warren, Robert Penn	Warren, Robert Penn 1905-1989	null	null	null	World enough and time; a romantic novel.	New American Library [1952]	1952	nyu	[]	['4119701']	[]
