htid	title_id	title	author	year	first_week	debut_rank	best_rank
mdp.39015070693810	2326	I SAY A LITTLE PRAYER	E. Lynn Harris	2006	2006-05-21	3	3
mdp.39015046484286	2328	I THEE WED	Amanda Quick	1999	1999-04-25	7	9
mdp.39015037415034	2330	I WAS AMELIA EARHART	Jane Mendelsohn	1996	1996-05-12	3	6
uc1.b4431044	2331	I WAS DANCING	Edwin O'Connor	1964	1964-05-31	5	10
mdp.39015057016175	2333	I'LL BE SEEING YOU	Mary Higgins Clark	1993	1993-05-09	6	3
uc1.$b105020	2343	I, MY ANCESTOR	Nancy Wilson Ross	1950	1950-02-19	3	9
uc1.b3727805	2343	I, MY ANCESTOR	Nancy Wilson Ross	1950	1950-02-19	3	9
mdp.39015002725706	2348	ICE PALACE	Edna Ferber	1958	1958-03-30	15	2
mdp.39015024076310	2349	ICE STATION ZEBRA	Alistair MacLean	1963	1963-12-29	9	10
inu.39000000475686	2350	ICEBREAKER	John Gardner	1983	1983-04-17	6	9
uc1.32106013616450	2355	IF BEALE STREET COULD TALK	James Baldwin	1974	1974-07-07	10	7
mdp.39015054289775	2355	IF BEALE STREET COULD TALK	James Baldwin	1974	1974-07-07	10	7
uc1.b3710759	2356	IF I HAVE FOUR APPLES	Josephine Lawrence	1936	1936-01-06	7	1
mdp.39015063939998	2356	IF I HAVE FOUR APPLES	Josephine Lawrence	1936	1936-01-06	7	1
uc1.$b106109	2356	IF I HAVE FOUR APPLES	Josephine Lawrence	1936	1936-01-06	7	1
mdp.39015041541205	2360	IF THIS WORLD WERE MINE	E. Lynn Harris	1997	1997-08-03	12	4
mdp.49015000996695	2365	ILLYRIAN SPRING	Ann Bridge	1935	1935-08-12	8	3
mdp.39015041986038	2367	IMAJICA	Clive Barker	1991	1991-09-29	4	14
mdp.39015046851203	2368	IMITATION OF LIFE	Fannie Hurst	1933	1933-02-13	3	3
inu.39000001064158	2368	IMITATION OF LIFE	Fannie Hurst	1933	1933-02-13	3	3
mdp.39015014559408	2369	IMMORTAL WIFE	Irving Stone	1944	1944-10-29	4	3
mdp.39015054083293	2369	IMMORTAL WIFE	Irving Stone	1944	1944-10-29	4	3
mdp.39015024078860	2369	IMMORTAL WIFE	Irving Stone	1944	1944-10-29	4	3
uc1.b4101782	2369	IMMORTAL WIFE	Irving Stone	1944	1944-10-29	4	3
pst.000030509108	2369	IMMORTAL WIFE	Irving Stone	1944	1944-10-29	4	3
mdp.39015002716648	2373	IMPERIAL CITY	Elmer Rice	1937	1937-11-22	8	4
uc1.$b104878	2373	IMPERIAL CITY	Elmer Rice	1937	1937-11-22	8	4
mdp.39015014223948	2374	IMPERIAL WOMAN	Pearl S. Buck	1956	1956-04-15	15	2
uc1.32106015462788	2374	IMPERIAL WOMAN	Pearl S. Buck	1956	1956-04-15	15	2
mdp.39015053137116	2374	IMPERIAL WOMAN	Pearl S. Buck	1956	1956-04-15	15	2
pst.000032573060	2374	IMPERIAL WOMAN	Pearl S. Buck	1956	1956-04-15	15	2
mdp.39015060593376	2377	IMPOSSIBLE	Danielle Steel	2005	2005-03-20	6	3
mdp.39015066062780	2381	IN A SUMMER SEASON	Elizabeth Taylor	1961	1961-02-12	1	13
uc1.$b106050	2381	IN A SUMMER SEASON	Elizabeth Taylor	1961	1961-02-12	1	13
uc1.$b323560	2383	IN BED WE CRY	Ilka Chase	1943	1943-11-22	5	3
mdp.39015046480771	2384	IN DANGER'S PATH	W. E. B. Griffin	1999	1999-01-31	10	2
mdp.39015048765146	2390	IN PURSUIT OF THE PROPER SINNER	Elizabeth George	1999	1999-09-19	9	7
mdp.39015037303404	2392	IN THE BEAUTY OF THE LILIES	John Updike	1996	1996-02-18	8	9
mdp.39015004993609	2393	IN THE BEGINNING	Chaim Potok	1975	1975-11-23	1	5
mdp.39015002708793	2393	IN THE BEGINNING	Chaim Potok	1975	1975-11-23	1	5
uc1.b4951414	2393	IN THE BEGINNING	Chaim Potok	1975	1975-11-23	1	5
mdp.39015031312294	2394	IN THE BLAZING LIGHT	Max White	1946	1946-02-03	1	16
uc1.$b105970	2394	IN THE BLAZING LIGHT	Max White	1946	1946-02-03	1	16
mdp.39015037304972	2402	IN THE PRESENCE OF THE ENEMY	Elizabeth George	1996	1996-03-24	8	2
mdp.39015004853423	2404	IN THE WET	Nevil Shute	1953	1953-05-24	13	10
pst.000003058541	2404	IN THE WET	Nevil Shute	1953	1953-05-24	13	10
mdp.39015020749340	2407	IN THIS HOUSE OF BREDE	Rumer Godden	1969	1969-10-12	1	4
mdp.39015055102548	2409	IN THIS MOUNTAIN	Jan Karon	2002	2002-06-16	12	1
mdp.39015003940957	2410	IN THIS OUR LIFE	Ellen Glasgow	1941	1941-04-07	3	2
uc1.$b102705	2410	IN THIS OUR LIFE	Ellen Glasgow	1941	1941-04-07	3	2
inu.30000123932414	2410	IN THIS OUR LIFE	Ellen Glasgow	1941	1941-04-07	3	2
mdp.39015039906006	2410	IN THIS OUR LIFE	Ellen Glasgow	1941	1941-04-07	3	2
mdp.39015060397844	2413	INCUBUS DREAMS	Laurell K. Hamilton	2004	2004-10-17	8	2
mdp.49015003448686	2416	INDIGNATION	Philip Roth	2008	2008-10-05	3	10
uc1.32106015778936	2420	INHERITANCE	Judith Michael	1988	1988-03-20	12	4
mdp.39015031223848	2421	INHERITANCE	Phyllis Bentley	1932	1932-09-26	3	3
uc1.$b595542	2421	INHERITANCE	Phyllis Bentley	1932	1932-09-26	3	3
mdp.39015004179670	2426	INNOCENT BLOOD	P.D. James	1980	1980-05-25	1	3
mdp.39015066843502	2427	INNOCENT IN DEATH	J. D. Robb	2007	2007-03-11	4	1
mdp.39015003687368	2428	INNOCENT SUMMER	Frances Frost	1936	1936-02-10	7	7
uc1.$b104270	2428	INNOCENT SUMMER	Frances Frost	1936	1936-02-10	7	7
mdp.39015037294751	2436	INTENSITY	Dean Koontz	1996	1996-01-21	2	1
mdp.39015064760666	2440	INTO THE STORM	Suzanne Brockmann	2006	2006-09-03	6	3
mdp.39015063268992	2443	INTUITION	Allegra Goodman	2006	2006-04-09	13	15
mdp.39015053626522	2444	INVASION	 Maxence van der Meersch	1937	1937-02-08	4	4
uc1.$b80876	2444	INVASION	 Maxence van der Meersch	1937	1937-02-08	4	4
uc1.32106002103940	2448	INVISIBLE MAN	Ralph Ellison	1952	1952-05-04	14	8
uc1.32106007387381	2448	INVISIBLE MAN	Ralph Ellison	1952	1952-05-04	14	8
mdp.39015020682905	2448	INVISIBLE MAN	Ralph Ellison	1952	1952-05-04	14	8
mdp.39015046494509	2448	INVISIBLE MAN	Ralph Ellison	1952	1952-05-04	14	8
mdp.39015051894387	2448	INVISIBLE MAN	Ralph Ellison	1952	1952-05-04	14	8
mdp.39015069362575	2449	INVISIBLE PREY	John Sandford	2007	2007-06-03	13	3
mdp.39015008686332	2450	INVITATION TO THE WALTZ	Rosamond Lehmann	1932	1932-11-14	1	1
uc1.$b245269	2450	INVITATION TO THE WALTZ	Rosamond Lehmann	1932	1932-11-14	1	1
mdp.39015065979588	2450	INVITATION TO THE WALTZ	Rosamond Lehmann	1932	1932-11-14	1	1
mdp.39015062594729	2455	IRON ORCHID	Stuart Woods	2005	2005-10-30	1	15
mdp.39015047449866	2456	IRRESISTIBLE FORCES	Danielle Steel	1999	1999-11-21	8	4
pst.000058066478	2456	IRRESISTIBLE FORCES	Danielle Steel	1999	1999-11-21	8	4
coo.31924001398258	2457	ISLAND	Aldous Huxley	1962	1962-04-15	1	7
mdp.39015012158815	2459	ISLAND IN THE SUN	Alec Waugh	1956	1956-01-22	10	5
coo.31924014518355	2460	ISLANDIA	Austin Wright	1942	1942-04-20	3	2
mdp.39015005071686	2460	ISLANDIA	Austin Wright	1942	1942-04-20	3	2
uc1.b4951172	2460	ISLANDIA	Austin Wright	1942	1942-04-20	3	2
mdp.39015009314462	2462	ISLANDS IN THE STREAM	Ernest Hemingway	1970	1970-10-18	15	2
mdp.39015005021145	2462	ISLANDS IN THE STREAM	Ernest Hemingway	1970	1970-10-18	15	2
mdp.39015053117845	2463	ISLE OF DOGS	Patricia Cornwell	2001	2001-10-28	15	1
mdp.39015056309340	2464	ISLE OF PALMS	Dorothea Benton Frank	2003	2003-07-13	6	11
mdp.39015008493556	2467	IT CAN'T HAPPEN HERE	Sinclair Lewis	1935	1935-10-28	3	1
mdp.39015003665430	2467	IT CAN'T HAPPEN HERE	Sinclair Lewis	1935	1935-10-28	3	1
uc1.b4091324	2467	IT CAN'T HAPPEN HERE	Sinclair Lewis	1935	1935-10-28	3	1
uc1.b3711236	2467	IT CAN'T HAPPEN HERE	Sinclair Lewis	1935	1935-10-28	3	1
uc1.b3687206	2469	IT TAKES ALL KINDS	Louis Bromfield	1939	1939-10-23	4	4
mdp.39015030851151	2469	IT TAKES ALL KINDS	Louis Bromfield	1939	1939-10-23	4	4
mdp.39015002348343	2476	JAILBIRD	Kurt Vonnegut	1979	1979-09-23	2	1
mdp.39015005909745	2476	JAILBIRD	Kurt Vonnegut	1979	1979-09-23	2	1
mdp.39015007024626	2476	JAILBIRD	Kurt Vonnegut	1979	1979-09-23	2	1
mdp.39015046412964	2482	JAWS	Peter Benchley	1974	1974-03-10	1	2
uc1.32106016923267	2483	JAZZ	Toni Morrison	1992	1992-04-19	12	4
uc1.$b102394	2484	JEFFERSON SELLECK	Carl Jonas	1952	1952-02-10	14	8
mdp.39015014138575	2484	JEFFERSON SELLECK	Carl Jonas	1952	1952-02-10	14	8
uc1.b3688016	2484	JEFFERSON SELLECK	Carl Jonas	1952	1952-02-10	14	8
mdp.39015066069140	2492	JITTERBUG PERFUME	Tom Robbins	1984	1984-12-16	10	7
uc1.32106010566989	2495	JOB: A Comedy of Justice	Robert A. Heinlein	1984	1984-09-02	9	6
inu.30000112137678	2495	JOB: A Comedy of Justice	Robert A. Heinlein	1984	1984-09-02	9	6
mdp.39015056310876	2497	JOHNNY ANGEL	Danielle Steel	2003	2003-07-20	9	1
mdp.39015043790396	2498	JOINING	Johanna Lindsey	1999	1999-05-23	8	9
mdp.39015003346106	2500	JONATHAN BLAIR	William Donohue Ellis	1954	1954-12-12	15	13
uc1.$b100776	2500	JONATHAN BLAIR	William Donohue Ellis	1954	1954-12-12	15	13
mdp.39015047597573	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach	1972	1972-04-30	1	1
mdp.39015003742627	2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	1934-06-18	4	4
pst.000027646175	2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	1934-06-18	4	4
mdp.49015001209320	2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	1934-06-18	4	4
uc1.32106006235565	2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	1934-06-18	4	4
mdp.39015008657531	2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	1934-06-18	4	4
uc1.b3441915	2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	1934-06-18	4	4
uc1.32106007666180	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
uc1.b4912736	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
uc1.32106005373698	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
uc1.b4912737	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015025046387	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015003640680	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015032991021	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015032991039	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015030103975	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015010309592	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
coo.31924014517548	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
mdp.39015066698666	2505	JOSEPH IN EGYPT	Thomas Mann	1938	1938-03-07	4	2
uc1.b4084615	2506	JOSEPHUS	Lion Feuchtwanger	1932	1932-11-14	3	3
pst.000045462269	2506	JOSEPHUS	Lion Feuchtwanger	1932	1932-11-14	3	3
mdp.39015032398466	2506	JOSEPHUS	Lion Feuchtwanger	1932	1932-11-14	3	3
mdp.39015050134611	2508	JOURNEY	Danielle Steel	2000	2000-11-19	9	2
uc1.b3727982	2515	JOY IN THE MORNING	Betty Smith	1963	1963-09-01	4	5
mdp.39015024078829	2515	JOY IN THE MORNING	Betty Smith	1963	1963-09-01	4	5
mdp.39015027497562	2515	JOY IN THE MORNING	Betty Smith	1963	1963-09-01	4	5
uc1.b4095385	2516	JOY STREET	Frances Parkinson Keyes	1950	1950-12-10	5	1
mdp.39015049862637	2516	JOY STREET	Frances Parkinson Keyes	1950	1950-12-10	5	1
mdp.39015012209816	2518	JUBILEE TRAIL	Gwen Bristow	1950	1950-02-26	1	3
uc1.$b86174	2518	JUBILEE TRAIL	Gwen Bristow	1950	1950-02-26	1	3
mdp.39015040105663	2523	JULIAN	Gore Vidal	1964	1964-06-14	9	2
pst.000012777860	2523	JULIAN	Gore Vidal	1964	1964-06-14	9	2
mdp.39015056307203	2523	JULIAN	Gore Vidal	1964	1964-06-14	9	2
uc1.$b87115	2527	JUMPING JUPITER	Ernestine Gilbreth Carey	1952	1952-03-09	15	15
mdp.39015042994106	2528	JUPITER'S BONES	Faye Kellerman	1999	1999-08-22	15	9
mdp.39015035321051	2529	JURASSIC PARK	Michael Crichton	1990	1990-12-02	10	6
pst.000043365319	2529	JURASSIC PARK	Michael Crichton	1990	1990-12-02	10	6
mdp.39015061751239	2533	JUST ONE LOOK	Harlan Coben	2004	2004-05-16	13	7
mdp.39015011639922	2538	JUSTINE	Lawrence Durrell	1957	1957-10-20	16	15
mdp.39015055119336	2538	JUSTINE	Lawrence Durrell	1957	1957-10-20	16	15
uc1.32106013053878	2538	JUSTINE	Lawrence Durrell	1957	1957-10-20	16	15
pst.000008588562	2538	JUSTINE	Lawrence Durrell	1957	1957-10-20	16	15
uc1.32106018638509	2539	KAFKA ON THE SHORE	Haruki Murakami	2005	2005-02-27	2	16
mdp.39015025022784	2541	KALEIDOSCOPE	Stefan Zweig	1934	1934-04-09	5	5
mdp.39015003979674	2541	KALEIDOSCOPE	Stefan Zweig	1934	1934-04-09	5	5
mdp.39015005516904	2542	KALKI	Gore Vidal	1978	1978-05-28	3	7
mdp.39015011024901	2544	KATE VAIDEN	Reynolds Price	1986	1986-08-03	1	15
mdp.39015046853498	2545	KATHERINE	Anya Seton	1954	1954-10-17	11	2
pst.000008561299	2545	KATHERINE	Anya Seton	1954	1954-10-17	11	2
uc1.$b70998	2546	KATRINA	Sally Salminen	1937	1937-10-04	4	4
mdp.39015055052198	2546	KATRINA	Sally Salminen	1937	1937-10-04	4	4
mdp.39015000607021	2548	KEEP THE ASPIDISTRA FLYING	George Orwell	1956	1956-01-29	15	15
mdp.39015000589450	2548	KEEP THE ASPIDISTRA FLYING	George Orwell	1956	1956-01-29	15	15
mdp.39015000526890	2548	KEEP THE ASPIDISTRA FLYING	George Orwell	1956	1956-01-29	15	15
mdp.39015050026163	2548	KEEP THE ASPIDISTRA FLYING	George Orwell	1956	1956-01-29	15	15
mdp.39015059134885	2556	KILL THE MESSENGER	Tami Hoag	2004	2004-07-25	1	9
mdp.39015064704615	2558	KILLER DREAMS	Iris Johansen	2006	2006-06-18	8	8
mdp.39015064950507	2565	KILLER WEEKEND	Ridley Pearson	2007	2007-07-29	10	12
mdp.39015018523863	2567	KILLING MISTER WATSON	Peter Matthiessen	1990	1990-07-29	11	11
mdp.39015021869832	2567	KILLING MISTER WATSON	Peter Matthiessen	1990	1990-07-29	11	11
mdp.39015049544417	2568	KILLING TIME	Caleb Carr	2000	2000-11-26	6	16
mdp.39015060878504	2569	KILLING TIME	Linda Howard	2005	2005-07-03	13	9
mdp.39015055175155	2570	KILLJOY	Julie Garwood	2002	2002-10-06	15	5
inu.32000003311521	2572	KINDLING	Nevil Shute	1938	1938-06-06	6	5
pst.000005426515	2572	KINDLING	Nevil Shute	1938	1938-06-06	6	5
mdp.39015047522167	2574	KINFLICKS	Lisa Alther	1976	1976-04-18	1	8
mdp.39015031213906	2575	KINFOLK	Pearl S. Buck	1949	1949-05-15	5	6
uc1.b3687446	2577	KING OF PARIS	Guy Endore	1956	1956-10-21	10	6
uc1.$b56528	2577	KING OF PARIS	Guy Endore	1956	1956-10-21	10	6
mdp.39015005303519	2579	KING RAT	James Clavell	1962	1962-09-23	14	13
mdp.39015052400044	2579	KING RAT	James Clavell	1962	1962-09-23	14	13
uc1.32106002089198	2580	KING'S ROW	Henry Bellamann	1940	1940-04-22	5	2
uc1.$b639875	2580	KING'S ROW	Henry Bellamann	1940	1940-04-22	5	2
mdp.39015040127493	2580	KING'S ROW	Henry Bellamann	1940	1940-04-22	5	2
mdp.39015046832229	2583	KINGFISHERS CATCH FIRE	Rumer Godden	1953	1953-06-14	10	5
uc1.$b102640	2583	KINGFISHERS CATCH FIRE	Rumer Godden	1953	1953-06-14	10	5
inu.30000044501959	2583	KINGFISHERS CATCH FIRE	Rumer Godden	1953	1953-06-14	10	5
mdp.39015066057715	2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	1947-06-15	4	1
mdp.39015012846724	2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	1947-06-15	4	1
mdp.39015025033518	2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	1947-06-15	4	1
uc1.b3711234	2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	1947-06-15	4	1
uc1.b4091669	2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	1947-06-15	4	1
mdp.39015050743452	2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	1947-06-15	4	1
mdp.39015010402645	2589	KISS KISS	Roald Dahl	1960	1960-02-28	15	10
mdp.39015059135049	2591	KISS ME WHILE I SLEEP	Linda Howard	2004	2004-08-01	3	10
mdp.39015028451238	2592	KISS ME, DEADLY	Mickey Spillane	1952	1952-11-09	12	11
uc1.b3711191	2600	KITTY FOYLE	Christopher Morley	1939	1939-11-13	4	1
uc1.b3456943	2600	KITTY FOYLE	Christopher Morley	1939	1939-11-13	4	1
mdp.39015004298694	2600	KITTY FOYLE	Christopher Morley	1939	1939-11-13	4	1
mdp.39015031222964	2601	KNEEL TO THE RISING SUN	Erskine Caldwell	1935	1935-07-01	8	8
uc1.b3711043	2605	KNOCK ON ANY DOOR	Willard Motley	1947	1947-06-01	1	5
mdp.39015000536758	2605	KNOCK ON ANY DOOR	Willard Motley	1947	1947-06-01	1	5
mdp.39015080887824	2606	KNOCKOUT	Catherine Coulter	2009	2009-07-05	4	1
mdp.39015049545539	2609	L.A. DEAD	Stuart Woods	2000	2000-11-26	5	12
mdp.49015002580265	2613	LACE	Shirley Conran	1982	1982-08-29	6	6
pst.000012657605	2613	LACE	Shirley Conran	1982	1982-08-29	6	6
mdp.39015034038573	2615	LADDER OF YEARS	Anne Tyler	1995	1995-04-30	3	3
mdp.39015066706584	2622	LADY L.	Romain Gary	1959	1959-01-25	16	6
uc1.$b391630	2622	LADY L.	Romain Gary	1959	1959-01-25	16	6
mdp.39015047452076	2623	LAKE NEWS	Barbara Delinsky	1999	1999-07-11	15	8
mdp.39015047868867	2624	LAKE WOBEGON DAYS	Garrison Keillor	1985	1985-09-01	4	1
mdp.39015053374537	2625	LAKE WOBEGON SUMMER 1956	Garrison Keillor	2001	2001-09-16	5	7
uc1.32106016358472	2625	LAKE WOBEGON SUMMER 1956	Garrison Keillor	2001	2001-09-16	5	7
uc1.b3711137	2626	LAMB IN HIS BOSOM	Caroline Miller	1934	1934-05-21	1	1
uc1.$b57065	2626	LAMB IN HIS BOSOM	Caroline Miller	1934	1934-05-21	1	1
mdp.39015024521869	2626	LAMB IN HIS BOSOM	Caroline Miller	1934	1934-05-21	1	1
pst.000022269416	2626	LAMB IN HIS BOSOM	Caroline Miller	1934	1934-05-21	1	1
inu.30000117262174	2626	LAMB IN HIS BOSOM	Caroline Miller	1934	1934-05-21	1	1
mdp.39015050619496	2626	LAMB IN HIS BOSOM	Caroline Miller	1934	1934-05-21	1	1
mdp.39015028937376	2632	LASHER	Anne Rice	1993	1993-10-03	15	2
mdp.39015011305870	2633	LASSO ROUND THE MOON	Agnar Mykle	1960	1960-05-29	15	14
mdp.39015004166032	2641	LAST TALES	Isak Dinesen	1957	1957-11-24	13	9
inu.30000011761321	2641	LAST TALES	Isak Dinesen	1957	1957-11-24	13	9
wu.89048928147	2641	LAST TALES	Isak Dinesen	1957	1957-11-24	13	9
mdp.39015056480174	2643	LATE BLOOMER	Fern Michaels	2003	2003-03-02	12	5
mdp.39015056793105	2644	LATE FOR THE WEDDING	Amanda Quick	2003	2003-05-18	15	9
inu.32000007724323	2645	LAUGHING GAS	P. G. Wodehouse	1936	1936-12-21	5	3
mdp.39015064983946	2648	LAWMAN	Diana Palmer	2007	2007-06-17	10	14
mdp.39015050745259	2654	LEAP OF FAITH	Danielle Steel	2001	2001-07-01	15	1
uc1.$b103204	2655	LEAVE CANCELLED	Nicholas Monsarrat	1945	1945-10-21	16	13
mdp.39015030719481	2656	LEAVE HER TO HEAVEN	Ben Ames Williams	1944	1944-07-30	4	3
uc1.$b245209	2656	LEAVE HER TO HEAVEN	Ben Ames Williams	1944	1944-07-30	4	3
coo.31924014518330	2656	LEAVE HER TO HEAVEN	Ben Ames Williams	1944	1944-07-30	4	3
mdp.39015056250759	2661	LEAVING HOME	Garrison Keillor	1987	1987-10-04	10	2
mdp.39015038172501	2667	LEGEND	Jude Deveraux	1996	1996-09-29	12	8
uc1.32106006683962	2668	LEGION	William Peter Blatty	1983	1983-09-04	6	15
mdp.39015066169080	2669	LESS THAN ZERO	Bret Easton Ellis	1985	1985-09-15	10	12
mdp.39015008453170	2670	LET IT COME DOWN	Paul Bowles	1952	1952-03-16	16	9
mdp.39015034027329	2673	LET ME CALL YOU SWEETHEART	Mary Higgins Clark	1995	1995-05-14	15	2
mdp.39015014637402	2674	LET NO MAN WRITE MY EPITAPH	Willard Motley	1958	1958-09-07	1	16
uc1.$b104412	2674	LET NO MAN WRITE MY EPITAPH	Willard Motley	1958	1958-09-07	1	16
uc1.b3711044	2674	LET NO MAN WRITE MY EPITAPH	Willard Motley	1958	1958-09-07	1	16
mdp.39015013453264	2679	LETTER FROM PEKING	Pearl S. Buck	1957	1957-07-28	13	2
uc1.$b86999	2679	LETTER FROM PEKING	Pearl S. Buck	1957	1957-07-28	13	2
mdp.39015002750688	2680	LETTING GO	Philip Roth	1962	1962-07-08	13	9
uc1.$b102273	2682	LIANA	Martha Gellhorn	1944	1944-02-13	4	4
mdp.39015013241388	2686	LIBRA	Don DeLillo	1988	1988-08-14	14	9
mdp.39015002613027	2687	LICENSE RENEWED	John Gardner	1981	1981-05-24	4	9
mdp.39015003639005	2689	LIE DOWN IN DARKNESS	William Styron	1951	1951-09-30	10	7
mdp.39015005642627	2689	LIE DOWN IN DARKNESS	William Styron	1951	1951-09-30	10	7
pst.000045465758	2689	LIE DOWN IN DARKNESS	William Styron	1951	1951-09-30	10	7
uc1.32106002149265	2689	LIE DOWN IN DARKNESS	William Styron	1951	1951-09-30	10	7
mdp.39015009064968	2689	LIE DOWN IN DARKNESS	William Styron	1951	1951-09-30	10	7
pst.000028110446	2689	LIE DOWN IN DARKNESS	William Styron	1951	1951-09-30	10	7
pst.000031739689	2691	LIEUTENANT HORNBLOWER	C.S. Forester	1952	1952-04-20	8	5
uc1.$b242672	2693	LIFE AT HAPPY KNOLL	John P. Marquand	1957	1957-07-07	13	6
mdp.39015059216021	2695	LIFE EXPECTANCY	Dean Koontz	2004	2004-12-26	10	4
mdp.39015008981501	2696	LIFE ITS OWNSELF	Dan Jenkins	1984	1984-11-18	8	7
uc1.b4451022	2696	LIFE ITS OWNSELF	Dan Jenkins	1984	1984-11-18	8	7
uc1.b4439625	2698	LIFE SENTENCES	Elizabeth Forsythe Hailey	1982	1982-11-07	3	11
mdp.39015004704899	2698	LIFE SENTENCES	Elizabeth Forsythe Hailey	1982	1982-11-07	3	11
uc1.$b441039	2700	LIFE WITH FATHER	Clarence Day	1935	1935-08-12	6	6
uc1.b3687333	2700	LIFE WITH FATHER	Clarence Day	1935	1935-08-12	6	6
mdp.39015038901602	2700	LIFE WITH FATHER	Clarence Day	1935	1935-08-12	6	6
mdp.39015031228300	2700	LIFE WITH FATHER	Clarence Day	1935	1935-08-12	6	6
mdp.39015014823275	2700	LIFE WITH FATHER	Clarence Day	1935	1935-08-12	6	6
pst.000004237501	2700	LIFE WITH FATHER	Clarence Day	1935	1935-08-12	6	6
pst.000032241167	2701	LIFE, THE UNIVERSE AND EVERYTHING	Douglas Adams	1982	1982-10-31	10	7
mdp.39015062866556	2703	LIGHT FROM HEAVEN	Jan Karon	2005	2005-11-27	1	2
mdp.39015056188165	2704	LIGHT IN SHADOW	Jayne Ann Krentz	2003	2003-01-19	14	6
uc1.b3727941	2705	LIGHT IN THE SKY	Agatha Young	1948	1948-08-29	1	14
mdp.39015034418718	2708	LIGHTNING	Danielle Steel	1995	1995-07-30	12	3
uc1.$b86015	2710	LIGHTSHIP	Archie Binns	1934	1934-09-10	6	3
mdp.39015029876888	2712	LIKE WATER FOR CHOCOLATE	Laura Esquivel	1993	1993-04-18	13	3
uc1.b4282239	2712	LIKE WATER FOR CHOCOLATE	Laura Esquivel	1993	1993-04-18	13	3
mdp.39015062115194	2714	LILA	Robert M. Pirsig	1991	1991-11-17	15	10
mdp.39015002754367	2716	LILITH	J.R. Salamanca	1961	1961-09-17	13	12
uc1.b4084783	2716	LILITH	J.R. Salamanca	1961	1961-09-17	13	12
mdp.39015005778496	2718	LINCOLN	Gore Vidal	1984	1984-06-24	1	2
pst.000046807083	2718	LINCOLN	Gore Vidal	1984	1984-06-24	1	2
inu.30000123932786	2718	LINCOLN	Gore Vidal	1984	1984-06-24	1	2
mdp.49015002555150	2720	LINE OF FIRE	W. E. B. Griffin	1992	1992-01-26	11	3
mdp.39015062547206	2722	LIPSTICK JUNGLE	Candace Bushnell	2005	2005-09-25	7	6
uc1.$b106112	2725	LITTLE BOY LOST	Marghanita Laski	1950	1950-01-22	1	15
mdp.39015060067967	2727	LITTLE EARTHQUAKES	Jennifer Weiner	2004	2004-10-03	15	7
mdp.39015060827063	2731	LITTLE MAN, WHAT NOW?	Hans Fallada	1933	1933-06-12	1	1
uc1.b4097312	2731	LITTLE MAN, WHAT NOW?	Hans Fallada	1933	1933-06-12	1	1
uc1.32106002229125	2731	LITTLE MAN, WHAT NOW?	Hans Fallada	1933	1933-06-12	1	1
uc1.b4363872	2731	LITTLE MAN, WHAT NOW?	Hans Fallada	1933	1933-06-12	1	1
mdp.39015063926722	2733	LITTLE ORVIE	Booth Tarkington	1934	1934-12-24	7	7
mdp.39015020827328	2736	LIVE FROM GOLGOTHA	Gore Vidal	1992	1992-10-04	13	12
mdp.39015062084390	2745	LOLITA	Vladimir Nabokov	1958	1958-08-31	13	1
mdp.39015027241457	2745	LOLITA	Vladimir Nabokov	1958	1958-08-31	13	1
mdp.39015063275070	2745	LOLITA	Vladimir Nabokov	1958	1958-08-31	13	1
mdp.39015063275062	2745	LOLITA	Vladimir Nabokov	1958	1958-08-31	13	1
mdp.39015046353432	2748	LONDON FIELDS	Martin Amis	1990	1990-04-08	7	12
mdp.49015001268607	2748	LONDON FIELDS	Martin Amis	1990	1990-04-08	7	12
uc1.32106006849969	2749	LONDON MATCH	Len Deighton	1985	1985-12-15	3	9
