htid	title_id	title	author	year	first_week	debut_rank	best_rank
mdp.39015050547788	2750	LONE EAGLE	Danielle Steel	2001	2001-04-29	13	2
uc1.$b103887	2757	LONG REMEMBER	MacKinlay Kantor	1934	1934-04-16	3	3
mdp.39015054090488	2759	LONG THE IMPERIAL WAY	Hanama Tasaki	1950	1950-09-10	1	14
uc1.b3267330	2759	LONG THE IMPERIAL WAY	Hanama Tasaki	1950	1950-09-10	1	14
mdp.49015001020511	2759	LONG THE IMPERIAL WAY	Hanama Tasaki	1950	1950-09-10	1	14
mdp.39015018889785	2762	LONGSHOT	Dick Francis	1990	1990-10-28	6	3
mdp.39015016453287	2765	LOOK DOWN IN MERCY	Walter Baxter	1952	1952-04-27	16	14
mdp.39015033301170	2767	LOOK TO THE MOUNTAIN	Legrand Cannon	1942	1942-11-09	4	4
mdp.39015066296297	2767	LOOK TO THE MOUNTAIN	Legrand Cannon	1942	1942-11-09	4	4
uc1.$b56351	2767	LOOK TO THE MOUNTAIN	Legrand Cannon	1942	1942-11-09	4	4
mdp.39015050547002	2768	LOOKING BACK	Belva Plain	2001	2001-05-13	11	15
mdp.39015002749268	2769	LOOKING FOR MR. GOODBAR	Judith Rossner	1975	1975-06-22	1	1
mdp.39015003670778	2770	LOON LAKE	E.L. Doctorow	1980	1980-10-05	1	4
mdp.39015070756450	2770	LOON LAKE	E.L. Doctorow	1980	1980-10-05	1	4
uc1.$b103938	2771	LORD GRIZZLY	Frederick Manfred	1954	1954-11-28	16	15
pst.000005623822	2771	LORD GRIZZLY	Frederick Manfred	1954	1954-11-28	16	15
mdp.39015070756815	2773	LORD JOHN AND THE BROTHERHOOD OF THE BLADE	Diana Gabaldon	2007	2007-09-16	9	8
mdp.39015060020453	2774	LORD JOHN AND THE PRIVATE MATTER	Diana Gabaldon	2003	2003-10-19	1	8
uc1.b3553065	2779	LORD VANITY	Samuel Shellabarger	1953	1953-11-08	12	1
mdp.39015041027338	2782	LOS ALAMOS	Joseph Kanon	1997	1997-06-29	11	14
mdp.39015027239709	2783	LOSING BATTLES	Eudura Welty	1970	1970-05-10	8	4
mdp.39015000523616	2783	LOSING BATTLES	Eudura Welty	1970	1970-05-10	8	4
mdp.39015025282503	2783	LOSING BATTLES	Eudura Welty	1970	1970-05-10	8	4
mdp.39015050470833	2786	LOST AND FOUND	Jayne Ann Krentz	2001	2001-02-04	11	5
mdp.39015054081222	2791	LOST HORIZON	James Hilton	1934	1934-10-22	5	1
mdp.39015008036983	2791	LOST HORIZON	James Hilton	1934	1934-10-22	5	1
mdp.39015011361287	2791	LOST HORIZON	James Hilton	1934	1934-10-22	5	1
uc1.$b389788	2791	LOST HORIZON	James Hilton	1934	1934-10-22	5	1
mdp.39015059959802	2798	LOVE	Toni Morrison	2003	2003-11-16	5	11
mdp.39015066063309	2800	LOVE AMONG THE RUINS	Angela Mackail Thirkell	1948	1948-11-28	2	14
mdp.39015029121855	2800	LOVE AMONG THE RUINS	Angela Mackail Thirkell	1948	1948-11-28	2	14
uc1.32106012324270	2800	LOVE AMONG THE RUINS	Angela Mackail Thirkell	1948	1948-11-28	2	14
uc1.32106001967709	2804	LOVE FOR LYDIA	H.E. Bates	1953	1953-02-08	12	12
mdp.39015002996208	2805	LOVE IN A COLD CLIMATE	Nancy Mitford	1949	1949-07-31	5	11
uc1.b3929684	2805	LOVE IN A COLD CLIMATE	Nancy Mitford	1949	1949-07-31	5	11
mdp.39015035024697	2807	LOVE IN ANOTHER TOWN	Barbara Taylor Bradford	1995	1995-10-29	1	6
mdp.39015003675892	2810	LOVE IS A BRIDGE	Charles Bracelen Flood	1953	1953-10-25	15	9
uc1.$b120125	2810	LOVE IS A BRIDGE	Charles Bracelen Flood	1953	1953-10-25	15	9
mdp.39015011604546	2811	LOVE IS ETERNAL	Irving Stone	1954	1954-09-05	16	1
uc1.b4384738	2811	LOVE IS ETERNAL	Irving Stone	1954	1954-09-05	16	1
mdp.49015001330217	2811	LOVE IS ETERNAL	Irving Stone	1954	1954-09-05	16	1
mdp.39015056316006	2813	LOVE ME	Garrison Keillor	2003	2003-09-07	1	11
mdp.39015046460294	2814	LOVE ME FOREVER	Johanna Lindsey	1995	1995-11-12	1	7
mdp.39015008850250	2816	LOVE STORY	Erich Segal	1970	1970-03-01	7	1
mdp.39015022186335	2820	LOVE, DEATH AND THE LADIES' DRILL TEAM	Jessamyn West	1956	1956-01-08	16	16
mdp.39015015186334	2834	LOVING	Henry Green	1949	1949-11-06	2	6
mdp.39015062111573	2834	LOVING	Henry Green	1949	1949-11-06	2	6
mdp.39015000531056	2834	LOVING	Henry Green	1949	1949-11-06	2	6
uc1.b4097760	2834	LOVING	Henry Green	1949	1949-11-06	2	6
mdp.39015005186179	2842	LUCIFER WITH A BOOK	John Horne Burns	1949	1949-04-17	2	9
uc1.b3810792	2843	LUCINDA BRAYFORD	Martin Boyd	1948	1948-03-21	1	6
mdp.39015030846268	2843	LUCINDA BRAYFORD	Martin Boyd	1948	1948-03-21	1	6
uc1.$b86064	2843	LUCINDA BRAYFORD	Martin Boyd	1948	1948-03-21	1	6
pst.000000062886	2843	LUCINDA BRAYFORD	Martin Boyd	1948	1948-03-21	1	6
mdp.39015040577838	2847	LUCKY YOU	Carl Hiaasen	1997	1997-11-16	9	6
mdp.39015005674828	2848	LUCY CARMICHAEL	Margaret Kennedy	1951	1951-08-26	12	9
uc1.b4095357	2848	LUCY CARMICHAEL	Margaret Kennedy	1951	1951-08-26	12	9
mdp.39015031302352	2849	LUCY CROWN	Irwin Shaw	1956	1956-04-08	12	3
uc1.b4088968	2849	LUCY CROWN	Irwin Shaw	1956	1956-04-08	12	3
mdp.39015019073975	2850	LUCY GAYHEART	Willa Cather	1935	1935-08-12	1	1
mdp.39015005083426	2850	LUCY GAYHEART	Willa Cather	1935	1935-08-12	1	1
pst.000027257036	2850	LUCY GAYHEART	Willa Cather	1935	1935-08-12	1	1
mdp.39015008040464	2850	LUCY GAYHEART	Willa Cather	1935	1935-08-12	1	1
mdp.39015013122042	2850	LUCY GAYHEART	Willa Cather	1935	1935-08-12	1	1
mdp.39015061190164	2852	LUNAR PARK	Brett Easton Ellis	2005	2005-09-04	14	13
pst.000029134991	2854	LUST FOR LIFE	Irving Stone	1934	1934-10-08	2	2
inu.30000027278229	2854	LUST FOR LIFE	Irving Stone	1934	1934-10-08	2	2
pst.000030509115	2854	LUST FOR LIFE	Irving Stone	1934	1934-10-08	2	2
mdp.39015004660745	2854	LUST FOR LIFE	Irving Stone	1934	1934-10-08	2	2
mdp.39015020828755	2854	LUST FOR LIFE	Irving Stone	1934	1934-10-08	2	2
uc1.$b63865	2856	LUSTRE IN THE SKY	R.G. Waldeck	1946	1946-06-16	6	15
mdp.39015002718461	2857	LYDIA BAILEY	Kenneth Roberts	1947	1947-01-19	1	1
uc1.b4088433	2857	LYDIA BAILEY	Kenneth Roberts	1947	1947-01-19	1	1
mdp.39015002718099	2857	LYDIA BAILEY	Kenneth Roberts	1947	1947-01-19	1	1
mdp.39015049630422	2859	MACHINE DREAMS	Jayne Anne Phillips	1984	1984-07-29	9	13
mdp.39015010359852	2859	MACHINE DREAMS	Jayne Anne Phillips	1984	1984-07-29	9	13
uc1.$b103926	2863	MADAME SOLARIO	Anonymous aka Gladys Huntington	1956	1956-09-16	14	10
mdp.39015005532729	2866	MAGGIE-NOW	Betty Smith	1958	1958-03-02	16	7
inu.30000104214337	2869	MAGIC HOUR	Susan Isaacs	1991	1991-02-10	14	4
uc1.$b56702	2875	MAGNOLIA STREET	Louis Golding	1932	1932-03-28	2	1
uc1.$b784279	2875	MAGNOLIA STREET	Louis Golding	1932	1932-03-28	2	1
mdp.39015048881158	2876	MAGNUS MERRIMAN	Eric Linklater	1934	1934-03-26	4	4
uc1.$b795542	2876	MAGNUS MERRIMAN	Eric Linklater	1934	1934-03-26	4	4
mdp.39015003681320	2878	MAID IN WAITING	John Galsworthy	1931	1931-11-16	1	1
uc1.b4093278	2878	MAID IN WAITING	John Galsworthy	1931	1931-11-16	1	1
mdp.39015003681304	2878	MAID IN WAITING	John Galsworthy	1931	1931-11-16	1	1
wu.89099908030	2879	MAIN LINE	Livingston Biddle	1950	1950-06-04	3	13
mdp.39015066900765	2885	MAKING MONEY	Terry Pratchett	2007	2007-10-07	5	4
mdp.39015037485128	2887	MALICE	Danielle Steel	1996	1996-04-28	12	2
mdp.39015022055332	2890	MAMISTA	Len Deighton	1991	1991-08-18	6	15
mdp.39015046363456	2892	MAN, WOMAN AND CHILD	Erich Segal	1980	1980-06-29	6	10
uc1.b3710917	2898	MANILA GALLEON	F. Van Wyck Mason	1961	1961-03-26	16	10
uc1.$b98404	2898	MANILA GALLEON	F. Van Wyck Mason	1961	1961-03-26	16	10
mdp.39015007047510	2904	MARION ALIVE	Vicki Baum	1942	1942-03-16	6	6
uc1.32106002157912	2905	MARJORIE MORNINGSTAR	Herman Wouk	1955	1955-09-18	6	1
mdp.39015011333534	2905	MARJORIE MORNINGSTAR	Herman Wouk	1955	1955-09-18	6	1
mdp.39015003507806	2905	MARJORIE MORNINGSTAR	Herman Wouk	1955	1955-09-18	6	1
mdp.39015000578859	2908	MARRIAGE IS A PRIVATE AFFAIR	Judith Kelly	1941	1941-09-01	6	4
uc1.b4094441	2908	MARRIAGE IS A PRIVATE AFFAIR	Judith Kelly	1941	1941-09-01	6	4
mdp.39015060879098	2909	MARRIAGE MOST SCANDALOUS	Johanna Lindsey	2005	2005-07-03	1	12
mdp.39015080834511	2910	MARRIED LOVERS	Jackie Collins	2008	2008-06-29	8	9
pst.000044928582	2911	MARRY ME	John Updike	1976	1976-11-28	10	7
mdp.39015000615958	2912	MARY	Sholem Asch	1949	1949-10-23	2	2
uc1.32106001615472	2912	MARY	Sholem Asch	1949	1949-10-23	2	2
uc1.$b662370	2912	MARY	Sholem Asch	1949	1949-10-23	2	2
mdp.39015030727955	2914	MARY PETERS	Mary Ellen Chase	1934	1934-10-08	4	2
uc1.$b87104	2914	MARY PETERS	Mary Ellen Chase	1934	1934-10-08	4	2
mdp.39015047755619	2914	MARY PETERS	Mary Ellen Chase	1934	1934-10-08	4	2
coo.31924014522449	2914	MARY PETERS	Mary Ellen Chase	1934	1934-10-08	4	2
uc1.$b245130	2916	MARY'S NECK	Booth Tarkington	1932	1932-02-08	2	1
uc1.b3569292	2916	MARY'S NECK	Booth Tarkington	1932	1932-02-08	2	1
mdp.39015031304531	2916	MARY'S NECK	Booth Tarkington	1932	1932-02-08	2	1
mdp.39015016434956	2923	MASTER OF THIS VESSEL	Gwyn Griffin	1961	1961-09-03	12	11
mdp.39015038915115	2924	MATADOR	Barnaby Conrad	1952	1952-07-13	9	3
uc1.$b87156	2924	MATADOR	Barnaby Conrad	1952	1952-07-13	9	3
mdp.39015014367612	2928	MAURICE	E.M. Forster	1971	1971-10-31	10	9
pst.000032473179	2928	MAURICE	E.M. Forster	1971	1971-10-31	10	9
inu.30000107643177	2928	MAURICE	E.M. Forster	1971	1971-10-31	10	9
pst.000044142797	2931	MAXIMUM BOB	Elmore Leonard	1991	1991-08-04	3	3
uc1.$b86165	2932	MAY FLAVIN	Myron Brinig	1938	1938-07-04	5	5
mdp.39015051307810	2933	MAY THERE BE A ROAD	Louis L'Amour	2001	2001-06-24	12	11
mdp.39015048933538	2938	MCNALLY'S DILEMMA	Lawrence Sanders	1999	1999-07-25	12	11
mdp.39015041027353	2939	MCNALLY'S GAMBLE	Lawrence Sanders	1997	1997-04-20	1	6
mdp.39015037353193	2940	MCNALLY'S PUZZLE	Lawrence Sanders	1996	1996-03-17	3	6
mdp.39015043202277	2940	MCNALLY'S PUZZLE	Lawrence Sanders	1996	1996-03-17	3	6
mdp.39015034015639	2942	MCNALLY'S TRIAL	Lawrence Sanders	1995	1995-03-26	10	12
mdp.39015060593707	2943	ME & EMMA	Elizabeth Flock	2005	2005-03-13	2	14
pst.000058034989	2943	ME & EMMA	Elizabeth Flock	2005	2005-03-13	2	14
uc1.$b87075	2948	MELISSA	Taylor Caldwell	1948	1948-07-11	1	3
uc1.b3710897	2949	MELVILLE GOODWIN, USA	John Marquand	1951	1951-10-21	6	3
uc1.$b102238	2949	MELVILLE GOODWIN, USA	John Marquand	1951	1951-10-21	6	3
mdp.39015048902095	2949	MELVILLE GOODWIN, USA	John Marquand	1951	1951-10-21	6	3
mdp.39015029406132	2949	MELVILLE GOODWIN, USA	John Marquand	1951	1951-10-21	6	3
mdp.39015034418791	2950	MEMNOCH THE DEVIL	Anne Rice	1995	1995-07-30	10	1
mdp.39015046375104	2952	MEMOIRS OF A GEISHA	Arthur Golden	1997	1997-11-02	14	5
mdp.39015062591618	2952	MEMOIRS OF A GEISHA	Arthur Golden	1997	1997-11-02	14	5
mdp.39015062876688	2952	MEMOIRS OF A GEISHA	Arthur Golden	1997	1997-11-02	14	5
uc1.32106019570495	2952	MEMOIRS OF A GEISHA	Arthur Golden	1997	1997-11-02	14	5
uc1.b4082944	2953	MEMOIRS OF HECATE COUNTY	Edmund Wilson	1946	1946-04-14	2	7
mdp.39015004879717	2953	MEMOIRS OF HECATE COUNTY	Edmund Wilson	1946	1946-04-14	2	7
uc1.32106002157003	2953	MEMOIRS OF HECATE COUNTY	Edmund Wilson	1946	1946-04-14	2	7
uc1.b3864934	2953	MEMOIRS OF HECATE COUNTY	Edmund Wilson	1946	1946-04-14	2	7
mdp.39015002376443	2953	MEMOIRS OF HECATE COUNTY	Edmund Wilson	1946	1946-04-14	2	7
mdp.39015061148402	2954	MEMORIAL DAY	Vince Flynn	2004	2004-05-23	13	7
pst.000019312149	2961	MEN AND ANGELS	Mary Gordon	1985	1985-05-05	7	12
mdp.39015066288138	2962	MEN AND BRETHREN	James Gould Cozzens	1936	1936-01-13	6	6
uc1.b3688497	2962	MEN AND BRETHREN	James Gould Cozzens	1936	1936-01-13	6	6
mdp.39015005606952	2962	MEN AND BRETHREN	James Gould Cozzens	1936	1936-01-13	6	6
uc1.b3346522	2962	MEN AND BRETHREN	James Gould Cozzens	1936	1936-01-13	6	6
uc1.b3346523	2962	MEN AND BRETHREN	James Gould Cozzens	1936	1936-01-13	6	6
inu.30000007133626	2963	MEN AT ARMS	Evelyn Waugh	1952	1952-11-02	13	7
mdp.39015053114891	2968	MERCY	Julie Garwood	2001	2001-09-30	3	4
mdp.39015050290710	2969	MERRICK	Anne Rice	2000	2000-11-05	9	2
uc1.32106007059766	2980	MEXICO SET	Len Deighton	1985	1985-03-03	9	8
mdp.39015050130874	2985	MIDDLE OF NOWHERE	Ridley Pearson	2000	2000-07-23	5	14
mdp.39015066086482	2986	MIDDLE PASSAGE	Charles Johnson	1991	1991-02-03	11	10
mdp.39015050168007	2991	MIDNIGHT BAYOU	Nora Roberts	2001	2001-11-04	15	1
mdp.39015002609116	2999	MILA 18	Leon Uris	1961	1961-06-18	11	2
mdp.39015008225586	2999	MILA 18	Leon Uris	1961	1961-06-18	11	2
pst.000061006225	2999	MILA 18	Leon Uris	1961	1961-06-18	11	2
mdp.39015034271885	3003	MIND PREY	John Sandford	1995	1995-05-28	6	7
mdp.39015014860004	3006	MINGO DABNEY	James H. Street	1950	1950-03-19	4	14
uc1.$b105460	3006	MINGO DABNEY	James H. Street	1950	1950-03-19	4	14
mdp.39015061423110	3008	MIRACLE	Danielle Steel	2005	2005-07-17	7	3
mdp.39015040138821	3012	MIRACLE CURE	Michael Palmer	1998	1998-03-22	2	9
mdp.39015045628396	3014	MIRROR IMAGE	Danielle Steel	1998	1998-11-22	12	2
mdp.39015037791715	3015	MISCHIEF	Amanda Quick	1996	1996-06-23	13	15
mdp.39015063740214	3017	MISS BISHOP	Bess Streeter Aldrich	1933	1933-09-11	3	3
uc1.$b299555	3017	MISS BISHOP	Bess Streeter Aldrich	1933	1933-09-11	3	3
inu.39000001148423	3017	MISS BISHOP	Bess Streeter Aldrich	1933	1933-09-11	3	3
mdp.39015014614336	3019	MISS PINKERTON	Mary Roberts Rinehart	1932	1932-02-22	3	2
pst.000012674435	3019	MISS PINKERTON	Mary Roberts Rinehart	1932	1932-02-22	3	2
mdp.39015060593368	3020	MISSING PERSONS	Stephen White	2005	2005-03-20	4	15
mdp.39015008154901	3027	MISTER ROBERTS	Thomas Heggen	1946	1946-09-15	6	8
mdp.39015069131269	3029	MISTRAL'S KISS	Laurell K. Hamilton	2006	2006-12-31	10	8
mdp.39015069131269	3030	MISTRAL’S KISS	Laurell K. Hamilton	2007	2007-01-07	2	12
mdp.39015042022882	3033	MISTRESS MASHAM'S REPOSE	Terence Hanbury White	1946	1946-11-10	2	16
mdp.39015030857844	3033	MISTRESS MASHAM'S REPOSE	Terence Hanbury White	1946	1946-11-10	2	16
uc1.b3865739	3033	MISTRESS MASHAM'S REPOSE	Terence Hanbury White	1946	1946-11-10	2	16
mdp.39015014519006	3035	MITLA PASS	Leon Uris	1988	1988-11-06	14	6
mdp.39015002742578	3036	MITTEE	Daphne Rooke	1952	1952-02-24	14	9
uc1.$b105013	3036	MITTEE	Daphne Rooke	1952	1952-02-24	14	9
mdp.49015002827708	3037	MIXED BLESSINGS	Danielle Steel	1992	1992-11-22	13	1
mdp.39015059130289	3042	MONDAY MOURNING	Kathy Reichs	2004	2004-07-04	2	10
mdp.49015000705831	3043	MONDAY THE RABBI TOOK OFF	Harry Kemelman	1972	1972-04-09	10	7
pst.000021427671	3043	MONDAY THE RABBI TOOK OFF	Harry Kemelman	1972	1972-04-09	10	7
mdp.39015000000284	3046	MONSIGNOR QUIXOTE	Graham Greene	1982	1982-10-10	4	13
uc1.b3477337	3046	MONSIGNOR QUIXOTE	Graham Greene	1982	1982-10-10	4	13
mdp.39015047536506	3047	MONSTER	Jonathan Kellerman	1999	1999-12-26	16	8
mdp.39015037467506	3048	MONTANA SKY	Nora Roberts	1996	1996-03-31	7	3
mdp.39015014437332	3053	MOONFLEET	John Meade Falkner	1951	1951-09-16	16	14
uc1.b4097850	3053	MOONFLEET	John Meade Falkner	1951	1951-09-16	16	14
inu.39000004198888	3053	MOONFLEET	John Meade Falkner	1951	1951-09-16	16	14
mdp.39015037434886	3056	MOONLIGHT BECOMES YOU	Mary Higgins Clark	1996	1996-04-21	11	1
mdp.39015012175975	3059	MORE DIE OF HEARTBREAK	Saul Bellow	1987	1987-06-14	12	5
pst.000047126947	3059	MORE DIE OF HEARTBREAK	Saul Bellow	1987	1987-06-14	12	5
mdp.39015011327569	3063	MORNING JOURNEY	James Hilton	1951	1951-03-11	9	4
uc1.$b101988	3063	MORNING JOURNEY	James Hilton	1951	1951-03-11	9	4
mdp.39015066704712	3063	MORNING JOURNEY	James Hilton	1951	1951-03-11	9	4
uc1.b4950689	3067	MORTAL FRIENDS	James Carroll	1978	1978-07-02	3	9
inu.30000114158680	3067	MORTAL FRIENDS	James Carroll	1978	1978-07-02	3	9
mdp.39015077651142	3069	MOSCOW RULES	Daniel Silva	2008	2008-08-10	3	1
mdp.49015002821123	3070	MOSCOW RULES	Robert Moss	1985	1985-02-10	7	6
uc1.$b662372	3071	MOSES	Sholem Asch	1951	1951-10-14	10	4
mdp.39015065121223	3071	MOSES	Sholem Asch	1951	1951-10-14	10	4
mdp.39015004814367	3072	MOST SECRET	Nevil Shute	1945	1945-11-18	16	9
mdp.39015032734942	3075	MOSTLY HARMLESS	Douglas Adams	1992	1992-11-01	7	3
mdp.39015043006108	3076	MOTHER OF PEARL	Melinda Haynes	1999	1999-07-04	5	3
mdp.39015055177219	3082	MOUNT VERNON LOVE STORY	Mary Higgins Clark	2002	2002-07-07	4	7
mdp.39015055119344	3088	MOUNTOLIVE	Lawrence Durrell	1959	1959-04-19	16	11
mdp.39015050244998	3089	MOVE TO STRIKE	Perri O'Shaughnessy	2000	2000-08-27	7	14
uc1.b3687703	3093	MR. ADAM	Pat Frank	1946	1946-10-13	2	6
uc1.b4095547	3093	MR. ADAM	Pat Frank	1946	1946-10-13	2	6
uc1.$b105014	3094	MR. AND MRS. CUGAT	Isabel Rorick	1941	1941-08-25	6	6
uc1.$b802902	3094	MR. AND MRS. CUGAT	Isabel Rorick	1941	1941-08-25	6	6
mdp.39015030113701	3095	MR. AND MRS. PENNINGTON	Francis Brett Young	1932	1932-01-25	1	1
uc1.b3295190	3095	MR. AND MRS. PENNINGTON	Francis Brett Young	1932	1932-01-25	1	1
uc1.$b103012	3096	MR. BLANDINGS BUILDS HIS DREAM HOUSE	Eric Hodgins	1947	1947-01-26	6	9
pst.000017679671	3096	MR. BLANDINGS BUILDS HIS DREAM HOUSE	Eric Hodgins	1947	1947-01-26	6	9
uc1.$b101845	3097	MR. EMMANUEL	Louis Golding	1939	1939-08-07	6	6
mdp.39015031305983	3098	MR. HOBBS' VACATION	Edward Streeter	1954	1954-06-13	13	10
uc1.$b105344	3098	MR. HOBBS' VACATION	Edward Streeter	1954	1954-06-13	13	10
mdp.39015000682040	3103	MR. PARKER PYNE, DETECTIVE	Agatha Christie	1934	1934-07-02	8	7
mdp.39015050149379	3104	MR. PERFECT	Linda Howard	2000	2000-08-13	13	5
mdp.39015015181491	3106	MR. SAMMLERS PLANET	Saul Bellow	1970	1970-02-22	10	4
mdp.39015003465450	3106	MR. SAMMLERS PLANET	Saul Bellow	1970	1970-02-22	10	4
uc1.$b86142	3107	MR. SMITH	Louis Bromfield	1951	1951-09-09	1	7
mdp.39015030709896	3108	MR. WHITTLE AND THE MORNING STAR	Robert Nathan	1947	1947-04-27	3	15
uc1.$b243958	3108	MR. WHITTLE AND THE MORNING STAR	Robert Nathan	1947	1947-04-27	3	15
uc1.$b244232	3110	MRS. 'ARRIS GOES TO NEW YORK	Paul Gallico	1960	1960-04-03	15	7
mdp.39015024078910	3111	MRS. ARRIS GOES TO PARIS	Paul Gallico	1959	1959-01-04	1	6
mdp.39015020629922	3112	MRS. BRIDGE	Evan Connell	1959	1959-02-08	16	8
mdp.39015032846308	3114	MRS. DE WINTER	Susan Hill	1993	1993-11-21	11	15
uc1.b3687713	3119	MRS. MIKE	Benedict Freedman and Nancy Freedman	1947	1947-03-23	8	5
uc1.$b56584	3119	MRS. MIKE	Benedict Freedman and Nancy Freedman	1947	1947-03-23	8	5
mdp.39015059771322	3119	MRS. MIKE	Benedict Freedman and Nancy Freedman	1947	1947-03-23	8	5
mdp.39015028547191	3120	MRS. MINIVER	Jan Struther	1940	1940-08-05	5	1
mdp.39015024653712	3120	MRS. MINIVER	Jan Struther	1940	1940-08-05	5	1
uc1.$b243521	3120	MRS. MINIVER	Jan Struther	1940	1940-08-05	5	1
mdp.39015030851136	3122	MRS. PARKINGTON	Louis Bromfield	1943	1943-01-11	5	2
uc1.$b808840	3122	MRS. PARKINGTON	Louis Bromfield	1943	1943-01-11	5	2
mdp.39015008016746	3128	MURDER IN THE CALAIS COACH	Agatha Christie	1934	1934-03-12	4	4
mdp.39015060098202	3130	MURDER LIST	Julie Garwood	2004	2004-09-19	9	2
mdp.39015032612809	3132	MUTANT MESSAGE DOWN UNDER	Marlo Morgan	1994	1994-09-11	13	9
uc1.$b349500	3137	MY BROTHER'S KEEPER	Marcia Davenport	1954	1954-11-14	11	6
mdp.39015049663548	3140	MY DREAM OF YOU	Nuala O'Faolain	2001	2001-03-11	7	12
uc1.b4087563	3141	MY FRIEND FLICKA	Mary O'Hara	1941	1941-09-08	6	6
mdp.39015038531136	3142	MY GAL SUNDAY	Mary Higgins Clark	1996	1996-11-03	4	4
uc1.32106006269002	3144	MY NAME IS ASHER LEV	Chaim Potok	1972	1972-05-14	6	3
mdp.39015001144891	3144	MY NAME IS ASHER LEV	Chaim Potok	1972	1972-05-14	6	3
pst.000044927769	3144	MY NAME IS ASHER LEV	Chaim Potok	1972	1972-05-14	6	3
mdp.39015014538469	3147	MY SECRET HISTORY	Paul Theroux	1989	1989-07-16	8	15
uc1.$b105642	3150	MY SON, MY SON!	Howard Spring	1938	1938-05-30	4	1
mdp.39015048899135	3150	MY SON, MY SON!	Howard Spring	1938	1938-05-30	4	1
mdp.39015034389109	3159	MYSTIQUE	Amanda Quick	1995	1995-06-25	7	12
mdp.39015019641342	3161	NAKED CAME THE STRANGER	Penelope Ashe	1969	1969-08-31	2	3
mdp.39015056802047	3165	NAKED PREY	John Sandford	2003	2003-06-01	9	1
uc1.b4097966	3168	NATIONAL VELVET	Enid Bagnold	1935	1935-05-06	6	2
mdp.39015003940585	3170	NATIVE STONE	Edwin Gilbert	1956	1956-02-19	15	13
mdp.39015066844823	3173	NATURE GIRL	Carl Hiaasen	2006	2006-12-03	8	4
mdp.39015058106801	3174	NAUGHTY OR NICE	Eric Jerome Dickey	2003	2003-11-16	8	14
mdp.39015046422120	3177	NECTAR IN A SIEVE	Kamala Markandaya	1955	1955-06-19	14	14
inu.30000011493958	3177	NECTAR IN A SIEVE	Kamala Markandaya	1955	1955-06-19	14	14
mdp.39015002141011	3180	NEITHER FIVE NOR THREE	Helen MacInnes	1951	1951-04-01	1	16
mdp.39015058558746	3186	NEVER ASK THE END	Isabel Paterson	1933	1933-01-23	3	3
uc1.$b243889	3186	NEVER ASK THE END	Isabel Paterson	1933	1933-01-23	3	3
uc1.b3346617	3190	NEVER SO FEW	Tom Chamales	1957	1957-04-14	16	16
uc1.b3481743	3192	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell	1954	1954-05-16	11	2
uc1.32106018760832	3194	NEW ENGLAND WHITE	Stephen L. Carter	2007	2007-07-15	13	16
mdp.39015068829699	3194	NEW ENGLAND WHITE	Stephen L. Carter	2007	2007-07-15	13	16
mdp.39015010321068	3195	NEW FACE IN THE MIRROR	Yael Dayan	1959	1959-10-18	16	15
mdp.39015016440490	3195	NEW FACE IN THE MIRROR	Yael Dayan	1959	1959-10-18	16	15
pst.000027234310	3196	NEW MOON RISING	Eugenia Price	1969	1969-07-20	9	9
uc1.$b103882	3197	NEW ORLEANS WOMAN	Harnett Thomas Kane	1946	1946-12-29	3	13
mdp.39015016445978	3200	NEW YORK 22	Ilka Chase	1951	1951-04-01	13	5
uc1.$b87102	3200	NEW YORK 22	Ilka Chase	1951	1951-04-01	13	5
mdp.39015003681270	3205	NICKEL MOUNTAIN	John Gardner	1974	1974-01-20	1	6
mdp.39015074298863	3205	NICKEL MOUNTAIN	John Gardner	1974	1974-01-20	1	6
mdp.39015030701141	3207	NIGHT AND THE CITY	Gerald Kersh	1946	1946-05-12	1	11
uc1.$b242715	3207	NIGHT AND THE CITY	Gerald Kersh	1946	1946-05-12	1	11
mdp.39015003682369	3211	NIGHT FALLS ON THE CITY	Sarah Gainham	1967	1967-08-13	6	3
mdp.39015030851110	3213	NIGHT IN BOMBAY	Louis Bromfield	1940	1940-05-20	2	2
uc1.b3687208	3213	NIGHT IN BOMBAY	Louis Bromfield	1940	1940-05-20	2	2
osu.32435080841125	3213	NIGHT IN BOMBAY	Louis Bromfield	1940	1940-05-20	2	2
mdp.39015046443225	3216	NIGHT OF CAMP DAVID	Fletcher Knebel	1965	1965-06-13	1	5
mdp.39015040577085	3221	NIGHT PASSAGE	Robert B. Parker	1997	1997-10-12	11	9
mdp.49015003479079	3227	NIGHT TRAIN	Martin Amis	1998	1998-03-01	15	11
mdp.39015041913065	3227	NIGHT TRAIN	Martin Amis	1998	1998-03-01	15	11
mdp.39015046885474	3230	NIGHT WHISPERS	Judith McNaught	1998	1998-12-13	3	14
uc1.b4091285	3231	NIGHT WITHOUT END	Alistair MacLean	1960	1960-03-20	1	13
mdp.39015024076237	3231	NIGHT WITHOUT END	Alistair MacLean	1960	1960-03-20	1	13
mdp.39015063249224	3233	NIGHTLIFE	Thomas Perry	2006	2006-03-26	9	10
uc1.b4094185	3234	NIGHTMARE ALLEY	William Lindsay Gresham	1946	1946-10-13	1	15
